"","Year","Recruits Age 0 (Thousands) Mean","Recruits Age 0 (Thousands) Low","Recruits Age 0 (Thousands) High","Total biomass (tonnes) Mean","Total biomass (tonnes) Low","Total biomass (tonnes) High","Spawing biomass (tonnes) Mean","Spawing biomass (tonnes) Low","Spawing biomass (tonnes) High","Landings (tonnes) Mean","Landings (tonnes) Low","Landings (tonnes) High","Yield / SSB (ratio) Mean","Yield / SSB (ratio) Low","Yield / SSB (ratio) High","Mean F ages 2-6 Mean","Mean F ages 2-6 Low","Mean F ages 2-6 High","Mean F ages 0-1","SoP (%)","WG Catch"
"14",1960,15950488.2817115,10410522.1725419,24438550.9399377,4960415.17581763,4110461.22347564,5986121.11360006,2599942.79285092,2014233.33086223,3355967.96186658,836515.22493291,729752.358033046,958897.513439578,0.32174370422037,0.362297826598204,0.285729042808335,0.243022803130762,0.187417299538363,0.315126100882934,0.110693766432314,1.18304811835679,696200
"15",1961,76898736.1991905,50433631.3906512,117251434.528445,5147388.20840564,4292494.36930064,6172542.83605506,2475616.46564827,1950249.75143956,3142508.73790139,762989.844334176,661572.410074516,879954.323505601,0.30820195895505,0.339224455527391,0.280016508114229,0.277592796470483,0.21895750699031,0.351930206511317,0.0628249745566278,1.13478814410794,696700
"16",1962,35462983.7792054,23726938.3533085,53004024.362411,4828275.87401001,4032810.15560914,5780646.00514921,1756792.04119165,1370125.91179379,2252580.03620532,675359.21589647,589647.276107435,773530.361248019,0.384427524750379,0.430359918772325,0.343397503669216,0.30222001510995,0.236873745310901,0.385593335441954,0.0530853538302937,1.17054985664224,627800
"17",1963,45947040.6044073,31643749.5348256,66715562.1990889,5352102.32698905,4501892.58154097,6362879.34457036,2649813.98192875,2104817.24110155,3335925.79997605,659343.551433029,555707.769147074,782306.713983088,0.248826353823187,0.264017111935213,0.234509626679557,0.219062106071921,0.173054483593363,0.277301144242101,0.0724782188182038,0.860162011173184,716000
"18",1964,49426634.6590207,34118298.1167918,71603577.8031366,5395090.87050704,4681812.8780909,6217037.34406774,2438759.33818805,2006187.59483804,2964601.67778058,930986.448221313,811533.088826879,1068022.70752096,0.381745928613447,0.404515056774835,0.360258417016255,0.308633743876508,0.254560925172677,0.374192495547442,0.135044651548232,1.06562167125803,871200
"19",1965,24276029.9581104,16692391.9211837,35305043.9571325,4818628.97237925,4249746.44873607,5463663.64524133,1959108.34171642,1648853.17703445,2327742.42609395,1226898.50222682,1061572.48156133,1417971.88690546,0.626253523657556,0.64382474822326,0.609161851848391,0.497868148032669,0.414802473304956,0.597568020389425,0.129745293080001,1.14958667008898,1168800
"20",1966,24544540.3875368,17095755.9395689,35238831.4950766,3638201.41231221,3227930.5717219,4100617.78667367,1536472.86480042,1299215.31975062,1817057.44104154,973837.762036957,860006.167744582,1102736.26206226,0.633813837098549,0.661942754731109,0.606880243384144,0.519182406475192,0.440257806408673,0.612255744860454,0.123593258146819,1.07067347850363,895500
"21",1967,32152475.3672597,22537942.9452507,45868501.6087541,2873381.16331922,2559320.11217199,3225981.49033842,979698.352799706,835458.771584065,1148840.48755466,833175.847241063,735242.694286254,944153.539804634,0.850441204540232,0.880046651365217,0.821831707737156,0.678507327640912,0.578443849088815,0.795880523904967,0.161239087454852,1.17567778576564,695500
"22",1968,32703739.9209857,22842285.4218771,46822574.233099,2475616.46564827,2177159.92782234,2814986.9959801,537132.45476809,458028.771045529,629897.709933412,815861.590439677,701882.296397143,948350.08401199,1.51892067440224,1.53239783342644,1.50556204452981,1.0054614596918,0.859951677729375,1.17559250491247,0.173057527863775,1.25513443856227,717800
"23",1969,15886813.7625224,10910419.4123626,23133010.9307335,1897409.32395862,1651856.49193341,2179464.23325873,473070.639559026,385802.785696795,580078.315423747,554598.662215562,479083.01003966,642017.499443006,1.17233794668072,1.24178214310815,1.1067772788128,0.923849591825584,0.788354639688841,1.0826321370458,0.170965992811208,0.967356136820925,546700
"24",1970,32999402.0642023,23392406.0528161,46551882.441515,1861698.87039527,1618079.0629119,2141998.35068241,447754.334275474,363991.865921614,550792.373765977,534453.495473648,460099.109181211,620823.933635352,1.19363109312714,1.26403678833937,1.12714693086715,0.986550266927582,0.85189827058797,1.14248550886614,0.173196326341831,0.965665956313266,563100
"25",1971,25342667.6098002,18123898.7819263,35436680.0051482,1742793.77259386,1522033.94492999,1995573.18935593,311140.544296,256364.597699356,377620.151821199,541988.466134116,469468.968188077,625710.147693362,1.74194098477407,1.83125506564145,1.65698293556545,1.32693264935967,1.14037605406791,1.5440084432287,0.319244279322861,1.07473255143242,520100
"26",1972,17365568.8144722,12471981.4202292,24179235.8478856,1513597.76399102,1328011.83383614,1725118.80751908,312700.14276449,256947.638018441,380549.827346202,470240.713988156,404207.678275668,547061.179132978,1.50380716117011,1.57311303342924,1.43755466386086,0.717415577709475,0.606276625102471,0.848927848823512,0.335720081946753,0.919726633165829,497500
"27",1973,8606256.52819508,6105413.53296308,12131471.6897078,1167061.95619401,1033411.60015039,1317997.21369218,271848.444322691,226885.725995755,325721.577927957,444186.589607891,384784.916992297,512758.472784522,1.63394935260556,1.69594149347014,1.57422322477492,0.917370365540457,0.796487120406049,1.05660012071859,0.36675882406612,0.95752479338843,484000
"28",1974,16256444.9432074,11510672.4258064,22958867.4245518,868046.010737741,759618.065082576,991950.970354812,182225.461713103,153357.31657321,216527.777340845,273211.090320455,239668.788196984,311447.729325278,1.49930250005677,1.56281287096315,1.43837309536049,0.940812890777292,0.815006296503461,1.08603933399055,0.29218135530555,0.968,275100
"29",1975,3371944.03165819,2259447.33656401,5032206.93336713,688313.719066324,590447.42739758,802401.28734763,103984.798586239,86404.3862252914,125142.238830645,268337.286520874,226646.315523915,317697.197816516,2.58054340797064,2.62308807949814,2.53868878154286,1.11843456748509,0.941396149696084,1.32876672817219,0.356135759759134,0.934279092071611,312800
"30",1976,4205904.79723792,2735377.47289867,6466981.37229424,468832.105814907,394374.19852133,557347.677071607,139246.357575447,106157.296244745,182649.226986026,150241.60841163,121467.109328467,185832.53543207,1.07896257415728,1.14421818966099,1.01742853500435,0.889362824662341,0.700817617884907,1.12863348994927,0.149241202210177,0.952961098398169,174800
"31",1977,4723213.72588364,2993362.81299175,7452737.70474849,325461.677680778,264530.12025567,400428.138528835,96761.0677792009,71603.8985150008,130756.906145406,59874.1417151978,49516.2610167704,72398.6983774368,0.618783391806141,0.691530238488298,0.553689288861937,0.4232975158523,0.318405739215516,0.562743584233725,0.114791206834265,1.19792826086957,46000
"32",1978,4975318.76555199,3079839.36694369,8037366.19660735,371015.826607835,296358.515082873,464480.474114274,122027.291558845,92106.5004407736,161667.849868669,51021.3779822886,36722.7304268614,70887.4580117665,0.418114483493919,0.398698574488506,0.438475912615601,0.306603468445739,0.224662949977867,0.418429860696738,0.120484648746261,0,11000
"33",1979,9435596.90731646,6092966.31049089,14612010.7121004,481663.010416041,392048.642858912,591761.404685015,152359.783558674,119467.924488266,194307.415529982,64472.8832721701,46112.5303464188,90143.669111181,0.423162082317749,0.385982518269561,0.46392294841301,0.252536370261494,0.186823828455071,0.341362334945338,0.127609985515306,0,25100
"34",1980,14461492.7149535,10143044.9299569,20618539.4020078,663975.147968599,551827.998620004,798913.788757404,170416.377355473,137794.179786915,210761.744188855,80740.8563001251,68862.5384403685,94668.1029152396,0.47378578017597,0.499749253174971,0.449171187492221,0.224226180991268,0.179348865615527,0.280332858919271,0.134681310129849,1.09363800802668,70764
"35",1981,32769212.8519343,23498031.2732821,45698352.2767007,1183515.73126209,985142.953420526,1421833.7361917,253216.466320756,204471.442656035,313582.07279748,159691.642446459,130539.820874544,195353.574843313,0.630652677398054,0.63842568516592,0.622974308131055,0.244143283153437,0.196924750573525,0.302683855306875,0.340216435785082,1.00808559060836,174879
"36",1982,51289673.8291831,37561028.6959358,70036171.3412986,1778000.54219054,1485331.35498777,2128337.16693193,354690.195957317,288738.987048785,435705.397439051,271576.731757294,222584.036184923,331353.14866291,0.765673071465374,0.770883206524914,0.760498149920812,0.22275116111663,0.180527745200442,0.274850160698099,0.306355717946481,0.978555614932437,275079
"37",1983,47346336.3125577,34986540.9076012,64072512.0023167,2373793.81719779,2016739.54761676,2794062.86906278,536595.590790049,438141.326256392,657173.406844593,403527.533079047,339319.954557701,479884.745255002,0.752014254319383,0.774453205446176,0.730225447738612,0.274336451690698,0.224969329365594,0.33453666301302,0.349882879402325,1.07707759773968,387202
"38",1984,43055476.7888704,31675814.5593419,58523327.8861408,2952019.29226126,2548785.1707732,3419047.63171509,861990.906253262,703985.050620041,1055460.37065545,453159.753939885,398301.047861073,515574.246398881,0.52571291721579,0.565780548195258,0.48848280876591,0.361100126637332,0.299218955782684,0.435778880106107,0.244931433348227,1.05433158124354,428631
"39",1985,51084924.9047138,36912160.2207346,70699453.4298298,3321742.32525977,2897879.78805503,3807601.72347517,908908.76537674,755323.580606335,1093723.49148097,609259.765449532,533747.649623722,695454.981501658,0.670320046035639,0.706647671710787,0.635859965446996,0.465650465656971,0.384795336325599,0.563495280990309,0.247215902071994,1.04188357391899,613780
"40",1986,58410136.3281357,42096047.0523162,81046660.3106783,3730302.91955704,3248838.93595051,4283117.7986928,917125.865751463,769677.596266061,1092821.01715172,763753.215800629,666336.90168154,875411.482050239,0.832768155737091,0.865735088190357,0.801056594182156,0.456941456606318,0.380402764875515,0.548880066194658,0.238546968192779,1.13725814906596,671488
"41",1987,60672432.9207256,44509891.3515769,82703956.4631408,3693185.78534149,3241079.3337681,4208357.72297832,1045493.93836453,876371.283731569,1247253.984068,784655.463170642,692174.465086061,889492.789663924,0.750511728837069,0.789818742278727,0.713160912713855,0.456302186160795,0.38257541566989,0.544236970194601,0.311949273490264,1.01733623042757,792058
"42",1988,30645610.6107124,22413284.5208093,41901643.1452277,3627303.16362199,3205871.46713845,4104134.67155198,1306679.83388426,1097586.9869823,1555605.34930734,1030959.00516298,897078.633532699,1184819.73663894,0.78899128801761,0.81731894070567,0.761645450220714,0.45194716390411,0.380522717167511,0.536778041745803,0.375987099731723,1.16414497919309,887686
"43",1989,25828781.7549192,18908180.1771708,35282399.5060463,2993638.21503884,2686577.4014608,3335794.36708878,1329083.28081209,1147216.44083891,1539781.25177713,793334.319463505,707871.713049456,889114.977807639,0.596903392674358,0.61703414268699,0.57742940874327,0.442081953028446,0.374499728871409,0.521860065913563,0.309161771181334,1.03353221669275,787899
"44",1990,21020316.9122461,15169497.10274,29127776.6229606,2893565.39385043,2608634.75482239,3209617.85585766,1361367.13620613,1183282.79095228,1566253.21834569,690381.760734995,618034.277430752,771198.286180746,0.507123862750908,0.522304796584906,0.492384166970973,0.379469900068325,0.321192309571408,0.448321459657649,0.292733156511587,1.05150775926067,645229
"45",1991,22771037.4694653,16659933.4483814,31123782.6394902,2703343.77518534,2437688.95780427,2997949.1614123,1182332.80709149,1030694.24765371,1356280.84653336,669977.89614863,602482.006999639,745035.330703267,0.566657621382224,0.584539991729984,0.54932231226856,0.41322212403786,0.35144802674039,0.485854268063633,0.261068235026774,1.01972134077397,658008
"46",1992,44723068.4870749,33705513.9286687,59342007.3383998,2746945.15647983,2465419.86109696,3060617.7113178,908000.310914298,787412.868196125,1047054.97956773,696623.241113377,621063.791827666,781375.353780025,0.767205949975857,0.78873970303591,0.74626010002131,0.461270795291898,0.391652230519247,0.54326448315418,0.373739614804728,0.994954094523011,716799
"47",1993,38802684.8746616,29242474.0178457,51488405.2752665,2545913.28955531,2257794.56816966,2870799.03960832,639217.467379519,548246.915400594,745282.753309301,680783.758864648,606202.859084882,764540.31746654,1.0650268392313,1.105711390354,1.02583927250661,0.532565172082575,0.450954279702849,0.628945494656876,0.417241781707179,1.02311389535551,671397
"48",1994,26990621.1821551,20121390.2757315,36204935.2363708,2215525.10259538,1963113.94906053,2500390.50589972,676034.912904562,581879.604387255,785425.713532516,600189.069264095,529405.014090186,680437.300888002,0.88780780076195,0.90981881835792,0.866329290172689,0.56269361482212,0.476280001142673,0.664785637444258,0.266202989705659,1.04975714230405,568234
"49",1995,35075028.6228673,25848656.8968447,47594644.3873119,2118036.4190192,1864420.50202327,2406151.54543913,700815.544894497,595075.686119344,825344.472009349,549080.313324028,481317.358257353,626383.373272839,0.783487634262861,0.808833850020254,0.758935686269119,0.502605354664915,0.4157569351458,0.607595739682028,0.272320709060635,1.00844509304056,579371
"50",1996,31484313.6374731,22853133.5141287,43375321.1396563,2182540.23105701,1893280.50622833,2515993.71805283,797310.924288295,675225.372964152,941470.411869735,296558.565298203,257434.685920132,341628.333172686,0.371948453563358,0.381257423414092,0.362866776125466,0.305043771364864,0.243198815348964,0.382615771853083,0.144898765325926,0.998696900740827,275098
"51",1997,21943905.3864629,15564605.2476885,30937821.8044783,2308249.49302786,2004076.27131285,2658589.29539294,920801.716013863,778797.420244708,1088698.77862161,284076.827521086,247479.888721899,326085.664379499,0.308510315066365,0.317771839362459,0.299518719762277,0.269119435439998,0.217283223288361,0.333321963083298,0.0440091055977512,1.00058397430319,264313
"52",1998,15950488.2817115,11445120.0430136,22229393.4418207,2468200.7453935,2169000.88970443,2808673.31520144,1110143.6729471,952113.833852832,1294402.97028074,388869.853584554,345072.079403919,438226.596855042,0.350287861887479,0.3624273349832,0.338554999421854,0.301495556771432,0.244988404041595,0.371036217442693,0.0792616296558896,1.00176666121932,391628
"53",1999,52483007.0536937,37610732.2570347,73236171.276162,2515544.90480886,2227188.71007957,2841234.84438988,1160080.54962077,994739.367881164,1352904.01190717,365857.795500642,321024.242157346,416952.706216449,0.315372752021608,0.32272196368496,0.308190900867147,0.289094978365002,0.237109220028709,0.352478518151853,0.0532263044024596,0.999954934836423,363163
"54",2000,35962957.1998529,25802346.6195014,50124677.0160414,3220348.04439211,2800193.50027861,3703544.60360979,1162403.03242866,997608.386511321,1354420.05908198,378889.543638447,337975.957405916,424755.912759012,0.325953677913948,0.33878620305893,0.313607222449813,0.289268487399526,0.238337953459351,0.351082387793856,0.0575109408489071,1.00035435403716,388157
"55",2001,63846990.1536692,45911675.0006467,88788704.6513835,3584035.64994949,3137120.9425502,4094617.89180073,1581682.95576922,1353469.64399302,1848376.12256323,387704.992189538,344039.088754357,436913.030763242,0.245121812039118,0.254190472820188,0.236376690560877,0.252864881028567,0.206222664151187,0.310056357388123,0.0529303799154216,0.990123812706348,374065
"56",2002,34004383.4748122,24374664.240388,47438524.038667,4205904.79723792,3677904.35799308,4809705.04982942,1832148.72007205,1575112.03335346,2131130.26970849,410856.794134994,360769.020454927,467898.560342085,0.224248604730535,0.229043403145642,0.219554180705286,0.235816810988465,0.192881667475874,0.28830924717988,0.0392807432120754,0.997378704311277,394709
"57",2003,16321600.9481154,11747271.9837183,22677150.7358257,4474924.32977214,3915453.35424846,5114336.94784248,1889834.84571857,1637916.68787753,2180499.02691948,500318.412641422,443763.925194767,564080.358533354,0.264741870843845,0.27093192741678,0.25869324020303,0.265590401755925,0.219384925794209,0.321527385026632,0.0507840857994905,1.01531478536372,482281
"58",2004,19404198.1479218,14007602.8375373,26879895.8773169,3779113.43847135,3342781.49060188,4272399.62318426,1867292.35303531,1618712.24401928,2154046.06012395,591253.41815131,523855.918081543,667322.048695824,0.316636769379053,0.323625103854656,0.309799340436306,0.317683396703275,0.260174062710379,0.387904695378016,0.0535309006067085,0.998542307443619,587698
"59",2005,18092354.4333527,13097516.6303711,24992011.7057169,3230023.59459392,2870515.30385369,3634557.3241247,1774448.09473776,1528783.92947921,2059588.6574966,642421.558268452,561505.809780359,734997.664030406,0.362040208543487,0.367289189108392,0.356866241885302,0.338003171637582,0.277879231150858,0.411135958466223,0.098564443705057,1.00326861932502,663813
"60",2006,21020316.9122461,15198960.5711307,29071311.8850066,2695245.89675085,2396611.92495873,3031091.67082918,1387480.40225212,1193760.5399314,1612636.53994154,510425.515016839,449166.624850519,580039.103455004,0.367879441171442,0.376261913361898,0.359683716131119,0.302068942873601,0.24802225473713,0.367892979383979,0.0578156535836086,0.995024866060237,514597
"61",2007,19915323.1315046,14015987.4955147,28297691.8721686,2305942.39727496,2038737.78197634,2608167.85099042,1107925.6044091,952183.988184564,1289140.71244322,366957.01689482,312957.450691868,430273.99395877,0.331210882241981,0.328673296941858,0.333768059456676,0.261610113494292,0.213664468203863,0.320314613177499,0.0460992148452424,1.0056199447946,406482
"62",2008,20583492.9617315,14319396.8615082,29587851.1227339,2345478.52293968,2057038.73648234,2674363.59073082,1167061.95619401,1005596.00148273,1354454.0825412,252963.376420477,220675.540679033,289975.362077488,0.216752311287255,0.219447512076073,0.214090212296782,0.169856723539259,0.139653589971569,0.206591943231576,0.0461315944109015,1.0039975580719,257870
"63",2009,27563417.5386118,19745330.6781505,38477045.4742781,2706048.47108309,2363727.07420676,3097945.78560155,1442661.16890481,1239885.06032668,1678600.15001504,182590.277330542,157859.734280422,211195.144395849,0.126564907454434,0.127318038850173,0.12581623109825,0.100570128380276,0.0804480214003257,0.125725288781115,0.0331928071106867,1.00226457377273,168443
"64",2010,26482640.4780441,18918749.0209137,37070645.9456729,3169232.49057288,2777856.09694781,3615750.50282077,1509063.7750829,1286762.8964972,1769769.30518171,194075.007515772,172213.957207574,218711.126281408,0.128606233030218,0.133835034936406,0.12358171522189,0.104894520542645,0.0853335145107574,0.128939497018892,0.0339516751870866,1.00336283693387,187611
"65",2011,22725540.9062552,16307452.9912139,31669581.3724024,3265749.98906363,2877219.68881793,3706746.1454258,1817550.00303935,1577656.00132853,2093921.62218284,235861.488836994,209101.211650873,266046.482835726,0.129768913340806,0.132539166633785,0.127056562202353,0.13444501149568,0.110158614698431,0.164085770010423,0.0350075098938286,0.993763783678768,226478
"66",2012,24741684.2345926,17596574.3172851,34788074.5266977,3348422.84363942,2955155.29281037,3794025.83921188,1968928.41314511,1703890.1528439,2275193.08660813,414156.831035497,363276.350590339,472163.630840898,0.210346312375032,0.213204090641646,0.207526839642785,0.206036900004151,0.168960351177683,0.251249502427217,0.0446168440910773,1.0108696922086,434710
"67",2013,25725672.9829218,17218483.7258425,38436035.4234297,3217129.30598515,2836890.05762532,3648333.478278,1723728.09456966,1483389.87095721,2003005.8194286,475917.595724011,419058.832189064,540491.073142532,0.276097835397194,0.282500804672915,0.269839991426844,0.249000593247547,0.20222911331413,0.306589365010572,0.0425649650859249,1.00137331135514,511416
"68",2014,42541898.6988663,27146220.8650965,66669064.3201677,3288690.43688101,2829856.60860986,3821919.72438689,1657796.71732788,1388961.46726251,1978665.37032138,499818.344304622,440680.710617343,566892.017927099,0.301495556771432,0.317273532062682,0.286502218328622,0.265192314793155,0.207055252716123,0.339653125930455,0.0451260420400708,1.00285248107686,517356
"69",NA,11547736.480361,5260961.69630864,25347118.1729805,NA,NA,NA,2271364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
