"a). Catch(2019) = Zero"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"1","439524","439524","439524","0.000548060146802904","0.000625638481257701","0.000731478442681373"," ","2018","91514.964776335","0.0639962809683265","5800"
"2","102117.205773062","204003.930944842","203988.10527353","0.0319730940321548","0.0364989100340126","0.042673471455235"," ","2019","85558.2482940589","0.0730550036610557","5800"
"3","61174.7448938215","67317.4934842958","133875.779716256","0.0587077224826442","0.0670178456623832","0.0783553295481971"," ","2020","81473.2131769167","0.0854138003158725","6339.09409693045"
"4","219929.932236462","40422.7892685067","44113.6514003328","0.0656722112346172","0.0749681631429347","0.0876506111264747"," ","","","",""
"5","96346.3794867318","146766.926511589","26725.9379751866","0.0683828799886682","0.0780625291397512","0.0912684544788966"," ","","","",""
"6","40047.7809625562","65377.7467948028","98632.2478476163","0.0632223101673762","0.0721714766991537","0.0843808061099217"," ","","","",""
"7","50956.9689045984","27475.0124968569","44453.1782363927","0.0571373378753586","0.0652251719085553","0.0762593871709799"," ","","","",""
"8","39360.4171442783","35411.5908512899","18939.4449802915","0.0388390574253073","0.0443367558155775","0.0518372543714497"," ","","","",""
"9","44295.5596543406","59208.719359845","66601.7193231738","0.0388390574253073","0.0443367558155775","0.0518372543714497"," ","","","",""
""
"d). Catch(2019) = 2018 TAC +30%"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"1","439524","439524","439524","0.000548060146802904","0.00082094095613743","0.000731478442681373"," ","2018","91514.964776335","0.0639962809683265","5800"
"2","102117.205773062","204003.930944842","203948.269781835","0.0319730940321548","0.0478925945236965","0.042673471455235"," ","2019","84487.3071491871","0.0958602233602495","7540"
"3","61174.7448938215","67317.4934842958","132359.098025121","0.0587077224826442","0.0879384755645901","0.0783553295481971"," ","2020","80302.7912071916","0.0854138003158725","6239.2124927836"
"4","219929.932236462","40422.7892685067","43200.3527277635","0.0656722112346172","0.0983706043891463","0.0876506111264747"," ","","","",""
"5","96346.3794867318","146766.926511589","26107.7475778549","0.0683828799886682","0.102430923337174","0.0912684544788966"," ","","","",""
"6","40047.7809625562","65377.7467948028","96257.7867522514","0.0632223101673762","0.094700890150088","0.0843808061099217"," ","","","",""
"7","50956.9689045984","27475.0124968569","43462.8716059662","0.0571373378753586","0.0855861916984322","0.0762593871709799"," ","","","",""
"8","39360.4171442783","35411.5908512899","18557.7179299121","0.0388390574253073","0.0581771419144527","0.0518372543714497"," ","","","",""
"9","44295.5596543406","59208.719359845","65686.275474258","0.0388390574253073","0.0581771419144527","0.0518372543714497"," ","","","",""
""
"e). Catch(2019) = 2018 TAC -30%"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"1","439524","439524","439524","0.000548060146802904","0.000433944287468063","0.000731478442681373"," ","2018","91514.964776335","0.0639962809683265","5800"
"2","102117.205773062","204003.930944842","204027.212357093","0.0319730940321548","0.0253157278245272","0.042673471455235"," ","2019","86623.6595997811","0.0506711183205106","4060"
"3","61174.7448938215","67317.4934842958","135381.339739434","0.0587077224826442","0.0464837316674397","0.0783553295481971"," ","2020","82644.9101349994","0.0854138003158725","6439.12030652677"
"4","219929.932236462","40422.7892685067","45028.8503895405","0.0656722112346172","0.0519980901309847","0.0876506111264747"," ","","","",""
"5","96346.3794867318","146766.926511589","27346.9396442404","0.0683828799886682","0.054144349493028","0.0912684544788966"," ","","","",""
"6","40047.7809625562","65377.7467948028","101019.790688988","0.0632223101673762","0.0500583019905901","0.0843808061099217"," ","","","",""
"7","50956.9689045984","27475.0124968569","45447.1283265682","0.0571373378753586","0.0452403290346545","0.0762593871709799"," ","","","",""
"8","39360.4171442783","35411.5908512899","19321.7542837708","0.0388390574253073","0.0307520756593478","0.0518372543714497"," ","","","",""
"9","44295.5596543406","59208.719359845","67512.6557591876","0.0388390574253073","0.0307520756593478","0.0518372543714497"," ","","","",""
""
"f). Fbar(2019) = Fpa"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"1","439524","439524","439524","0.000548060146802904","0.00154150873975548","0.000731478442681373"," ","2018","91514.964776335","0.0639962809683265","5800"
"2","102117.205773062","204003.930944842","203801.36416319","0.0319730940321548","0.0899295527600462","0.042673471455235"," ","2019","80659.5122181542","0.18","13684.612912113"
"3","61174.7448938215","67317.4934842958","126910.448807082","0.0587077224826442","0.165125064878474","0.0783553295481971"," ","2020","76180.2701252981","0.0854138003158725","5887.70078375573"
"4","219929.932236462","40422.7892685067","39991.3056163783","0.0656722112346172","0.184713827793863","0.0876506111264747"," ","","","",""
"5","96346.3794867318","146766.926511589","23948.0976092617","0.0683828799886682","0.192338026705838","0.0912684544788966"," ","","","",""
"6","40047.7809625562","65377.7467948028","87981.165912387","0.0632223101673762","0.177823080621825","0.0843808061099217"," ","","","",""
"7","50956.9689045984","27475.0124968569","39996.2162889018","0.0571373378753586","0.160708101501316","0.0762593871709799"," ","","","",""
"8","39360.4171442783","35411.5908512899","17214.7031616017","0.0388390574253073","0.109241197000422","0.0518372543714497"," ","","","",""
"9","44295.5596543406","59208.719359845","62416.2683224199","0.0388390574253073","0.109241197000422","0.0518372543714497"," ","","","",""
""
"g). Fbar(2019) = Fmsy"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"1","439524","439524","439524","0.000548060146802904","0.00137022999089376","0.000731478442681373"," ","2018","91514.964776335","0.0639962809683265","5800"
"2","102117.205773062","204003.930944842","203836.273995431","0.0319730940321548","0.0799373802311522","0.042673471455235"," ","2019","81552.0991675685","0.16","12262.2449985328"
"3","61174.7448938215","67317.4934842958","128184.916654662","0.0587077224826442","0.146777835447532","0.0783553295481971"," ","2020","77133.0297421027","0.0854138003158725","5968.89679451995"
"4","219929.932236462","40422.7892685067","40731.8075832561","0.0656722112346172","0.1641900691501","0.0876506111264747"," ","","","",""
"5","96346.3794867318","146766.926511589","24444.68103276","0.0683828799886682","0.170967134849634","0.0912684544788966"," ","","","",""
"6","40047.7809625562","65377.7467948028","89881.6369443453","0.0632223101673762","0.158064960552734","0.0843808061099217"," ","","","",""
"7","50956.9689045984","27475.0124968569","40794.324931991","0.0571373378753586","0.142851645778948","0.0762593871709799"," ","","","",""
"8","39360.4171442783","35411.5908512899","17524.8576350953","0.0388390574253073","0.0971032862225975","0.0518372543714497"," ","","","",""
"9","44295.5596543406","59208.719359845","63178.4879371837","0.0388390574253073","0.0971032862225975","0.0518372543714497"," ","","","",""
""
"h). Fbar(2019) = Fmgt"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"1","439524","439524","439524","0.000548060146802904","0.000428196872154301","0.000731478442681373"," ","2018","91514.964776335","0.0639962809683265","5800"
"2","102117.205773062","204003.930944842","204028.384989588","0.0319730940321548","0.0249804313222351","0.042673471455235"," ","2019","86655.8231620669","0.05","4007.33238171931"
"3","61174.7448938215","67317.4934842958","135426.740240013","0.0587077224826442","0.0458680735773539","0.0783553295481971"," ","2020","82680.39548223","0.0854138003158725","6442.15019414453"
"4","219929.932236462","40422.7892685067","45056.5813010742","0.0656722112346172","0.0513093966094063","0.0876506111264747"," ","","","",""
"5","96346.3794867318","146766.926511589","27365.7797912073","0.0683828799886682","0.0534272296405105","0.0912684544788966"," ","","","",""
"6","40047.7809625562","65377.7467948028","101092.259967862","0.0632223101673762","0.0493953001727293","0.0843808061099217"," ","","","",""
"7","50956.9689045984","27475.0124968569","45477.2698461023","0.0571373378753586","0.0446411393059211","0.0762593871709799"," ","","","",""
"8","39360.4171442783","35411.5908512899","19333.3351497002","0.0388390574253073","0.0303447769445617","0.0518372543714497"," ","","","",""
"9","44295.5596543406","59208.719359845","67540.1591777834","0.0388390574253073","0.0303447769445617","0.0518372543714497"," ","","","",""
""
"i). Fbar(2019) = Flim"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"1","439524","439524","439524","0.000548060146802904","0.00256918123292581","0.000731478442681373"," ","2018","91514.964776335","0.0639962809683265","5800"
"2","102117.205773062","204003.930944842","203592.030688719","0.0319730940321548","0.14988258793341","0.042673471455235"," ","2019","75520.8393648743","0.3","21748.0552527806"
"3","61174.7448938215","67317.4934842958","119525.372984374","0.0587077224826442","0.275208441464123","0.0783553295481971"," ","2020","70797.8047209901","0.0854138003158725","5429.50420964261"
"4","219929.932236462","40422.7892685067","35822.5897964845","0.0656722112346172","0.307856379656438","0.0876506111264747"," ","","","",""
"5","96346.3794867318","146766.926511589","21173.413978587","0.0683828799886682","0.320563377843063","0.0912684544788966"," ","","","",""
"6","40047.7809625562","65377.7467948028","77393.0835444298","0.0632223101673762","0.296371801036376","0.0843808061099217"," ","","","",""
"7","50956.9689045984","27475.0124968569","35524.9809040596","0.0571373378753586","0.267846835835527","0.0762593871709799"," ","","","",""
"8","39360.4171442783","35411.5908512899","15465.7069702042","0.0388390574253073","0.18206866166737","0.0518372543714497"," ","","","",""
"9","44295.5596543406","59208.719359845","58032.2265854611","0.0388390574253073","0.18206866166737","0.0518372543714497"," ","","","",""
""
"j). Fbar(2019) = F (2018)"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"1","439524","439524","439524","0.000548060146802904","0.000548060146802905","0.000731478442681373"," ","2018","91514.964776335","0.0639962809683265","5800"
"2","102117.205773062","204003.930944842","204003.930944842","0.0319730940321548","0.0319730940321548","0.042673471455235"," ","2019","85987.7058844208","0.0639962809683265","5099.69798999947"
"3","61174.7448938215","67317.4934842958","134483.050022632","0.0587077224826442","0.0587077224826443","0.0783553295481971"," ","2020","81944.6373499991","0.0854138003158725","6379.33468760277"
"4","219929.932236462","40422.7892685067","44481.7687090116","0.0656722112346172","0.0656722112346173","0.0876506111264747"," ","","","",""
"5","96346.3794867318","146766.926511589","26975.5393530776","0.0683828799886682","0.0683828799886683","0.0912684544788966"," ","","","",""
"6","40047.7809625562","65377.7467948028","99591.6090510439","0.0632223101673762","0.0632223101673762","0.0843808061099217"," ","","","",""
"7","50956.9689045984","27475.0124968569","44852.7825270272","0.0571373378753586","0.0571373378753586","0.0762593871709799"," ","","","",""
"8","39360.4171442783","35411.5908512899","19093.2451848598","0.0388390574253073","0.0388390574253073","0.0518372543714497"," ","","","",""
"9","44295.5596543406","59208.719359845","66968.8838433963","0.0388390574253073","0.0388390574253073","0.0518372543714497"," ","","","",""
""
"k). Fbar(2019) = ICES MSY Rule"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"1","439524","439524","439524","0.000548060146802904","0.000305845353774296","0.000731478442681373"," ","2018","91514.964776335","0.0639962809683265","5800"
"2","102117.205773062","204003.930944842","204053.349699488","0.0319730940321548","0.0178426078096861","0.042673471455235"," ","2019","87343.5890470844","0.03571317","2879.17508970069"
"3","61174.7448938215","67317.4934842958","136396.850529941","0.0587077224826442","0.032761886184811","0.0783553295481971"," ","2020","83440.7750908733","0.0854138003158725","6507.08227939567"
"4","219929.932236462","40422.7892685067","45650.9879931015","0.0656722112346172","0.036648424074183","0.0876506111264747"," ","","","",""
"5","96346.3794867318","146766.926511589","27769.9442195518","0.0683828799886682","0.0381611146956118","0.0912684544788966"," ","","","",""
"6","40047.7809625562","65377.7467948028","102647.38619415","0.0632223101673762","0.0352812550453942","0.0843808061099217"," ","","","",""
"7","50956.9689045984","27475.0124968569","46123.6891497269","0.0571373378753586","0.0318855319405209","0.0762593871709799"," ","","","",""
"8","39360.4171442783","35411.5908512899","19581.5231109063","0.0388390574253073","0.0216741635526643","0.0518372543714497"," ","","","",""
"9","44295.5596543406","59208.719359845","68128.3199590144","0.0388390574253073","0.0216741635526643","0.0518372543714497"," ","","","",""
""
