"","name","value","std.dev"
"72","U",-1.3653,0.23607
"73","U",-1.5876,0.27304
"74","U",-1.3435,0.27189
"75","U",-2.4629,0.48616
"76","U",11.851,0.26003
"77","U",11.512,0.25101
"78","U",11.048,0.22586
"79","U",10.385,0.24305
"80","U",9.4944,0.23268
"81","U",7.9924,0.28778
"82","U",7.423,0.35652
"83","U",8.2645,0.38541
"84","U",-3.8246,0.32169
"85","U",-1.659,0.24978
"86","U",-1.5213,0.23314
"87","U",-1.4076,0.23204
"88","U",-1.4907,0.23777
"89","U",-1.3182,0.24966
"90","U",-1.8246,0.40264
"91","U",12.029,0.26435
"92","U",11.059,0.22195
"93","U",11.038,0.21034
"94","U",10.561,0.20453
"95","U",9.9331,0.21978
"96","U",9.0403,0.2426
"97","U",7.4822,0.31099
"98","U",8.1646,0.38154
"99","U",-3.8099,0.31162
"100","U",-1.6146,0.21606
"101","U",-1.4289,0.20486
"102","U",-1.3027,0.20471
"103","U",-1.3519,0.21314
"104","U",-1.2406,0.20972
"105","U",-1.1922,0.36541
"106","U",12.26,0.25791
"107","U",11.221,0.23021
"108","U",10.49,0.20792
"109","U",10.487,0.204
"110","U",9.9711,0.20952
"111","U",9.4197,0.23302
"112","U",8.4829,0.27627
"113","U",7.9942,0.38683
"114","U",-3.793,0.30472
"115","U",-1.5758,0.20217
"116","U",-1.4081,0.20237
"117","U",-1.2956,0.20209
"118","U",-1.2913,0.20965
"119","U",-1.1832,0.19155
"120","U",-0.97463,0.33295
"121","U",12.639,0.27726
"122","U",11.441,0.22108
"123","U",10.6,0.21086
"124","U",9.8874,0.20582
"125","U",9.8988,0.20952
"126","U",9.3957,0.22274
"127","U",8.8477,0.26339
"128","U",8.3295,0.34115
"129","U",-3.7908,0.30447
"130","U",-1.5978,0.20738
"131","U",-1.414,0.20261
"132","U",-1.309,0.20292
"133","U",-1.2272,0.2094
"134","U",-1.1249,0.18508
"135","U",-0.74379,0.29418
"136","U",11.757,0.27074
"137","U",11.851,0.23471
"138","U",10.862,0.20788
"139","U",9.9941,0.20983
"140","U",9.3143,0.21376
"141","U",9.3168,0.22685
"142","U",8.7792,0.24881
"143","U",8.6055,0.32981
"144","U",-3.7539,0.29645
"145","U",-1.601,0.21249
"146","U",-1.3874,0.20159
"147","U",-1.2494,0.20672
"148","U",-1.1413,0.21807
"149","U",-1.0584,0.19051
"150","U",-0.34235,0.29229
"151","U",12.017,0.26337
"152","U",10.94,0.24052
"153","U",11.292,0.21713
"154","U",10.223,0.20559
"155","U",9.3069,0.21942
"156","U",8.6456,0.233
"157","U",8.616,0.25165
"158","U",8.3871,0.3414
"159","U",-3.7279,0.2928
"160","U",-1.5951,0.21945
"161","U",-1.4406,0.20522
"162","U",-1.3086,0.20305
"163","U",-1.1755,0.21274
"164","U",-1.0502,0.18747
"165","U",-0.53026,0.32242
"166","U",11.78,0.25214
"167","U",11.23,0.2215
"168","U",10.39,0.21859
"169","U",10.748,0.20364
"170","U",9.6023,0.21485
"171","U",8.6529,0.24274
"172","U",7.9678,0.26777
"173","U",8.2996,0.33978
"174","U",-3.6629,0.2844
"175","U",-1.5216,0.20557
"176","U",-1.4387,0.20618
"177","U",-1.3406,0.20188
"178","U",-1.1727,0.20851
"179","U",-1.0351,0.18532
"180","U",-0.57733,0.35614
"181","U",11.246,0.25101
"182","U",10.967,0.21496
"183","U",10.652,0.20485
"184","U",9.8347,0.20909
"185","U",10.19,0.20319
"186","U",8.9563,0.23746
"187","U",7.9432,0.28838
"188","U",7.946,0.38996
"189","U",-3.5982,0.28242
"190","U",-1.4479,0.19843
"191","U",-1.4183,0.20406
"192","U",-1.3662,0.20415
"193","U",-1.1914,0.2041
"194","U",-1.041,0.1781
"195","U",-0.8649,0.39336
"196","U",12.36,0.24711
"197","U",10.422,0.21247
"198","U",10.357,0.19929
"199","U",10.093,0.19846
"200","U",9.3109,0.20612
"201","U",9.6299,0.21419
"202","U",8.3053,0.26588
"203","U",7.8631,0.41804
"204","U",-3.5488,0.28419
"205","U",-1.3646,0.19354
"206","U",-1.3545,0.19897
"207","U",-1.3132,0.1984
"208","U",-1.147,0.20036
"209","U",-1.0202,0.1727
"210","U",-1.1776,0.37287
"211","U",11.073,0.24027
"212","U",11.517,0.20739
"213","U",9.767,0.19532
"214","U",9.7372,0.19297
"215","U",9.4857,0.19999
"216","U",8.7182,0.22081
"217","U",8.9879,0.23706
"218","U",8.1906,0.34929
"219","U",-3.5437,0.2818
"220","U",-1.304,0.19198
"221","U",-1.3158,0.19778
"222","U",-1.3256,0.20048
"223","U",-1.1204,0.20055
"224","U",-1.0104,0.17027
"225","U",-1.0726,0.30535
"226","U",12.047,0.24908
"227","U",10.276,0.19774
"228","U",10.878,0.18638
"229","U",9.145,0.18605
"230","U",9.143,0.19154
"231","U",8.8512,0.20902
"232","U",8.0838,0.25188
"233","U",8.7434,0.25611
"234","U",-3.5077,0.28331
"235","U",-1.1811,0.19004
"236","U",-1.2475,0.19533
"237","U",-1.3119,0.20075
"238","U",-1.0741,0.19945
"239","U",-0.98819,0.17047
"240","U",-0.84836,0.27007
"241","U",11.701,0.24636
"242","U",11.278,0.19876
"243","U",9.5831,0.18476
"244","U",10.235,0.17972
"245","U",8.5386,0.18888
"246","U",8.4865,0.20386
"247","U",8.1608,0.23234
"248","U",8.4427,0.25941
"249","U",-3.4452,0.29289
"250","U",-1.0706,0.20011
"251","U",-1.1941,0.19526
"252","U",-1.2897,0.20096
"253","U",-1.0461,0.19853
"254","U",-0.97663,0.1703
"255","U",-0.83891,0.27081
"256","U",11.292,0.24224
"257","U",10.861,0.2049
"258","U",10.615,0.18264
"259","U",8.9355,0.18345
"260","U",9.6371,0.18228
"261","U",7.8901,0.20415
"262","U",7.8271,0.23094
"263","U",8.2687,0.24448
"264","U",-3.3919,0.30666
"265","U",-0.9555,0.23552
"266","U",-1.1547,0.19409
"267","U",-1.2455,0.19943
"268","U",-0.99576,0.19702
"269","U",-0.94886,0.17323
"270","U",-0.58704,0.25673
"271","U",11.673,0.23212
"272","U",10.497,0.20932
"273","U",10.084,0.19152
"274","U",9.9867,0.18645
"275","U",8.362,0.19038
"276","U",8.9543,0.19377
"277","U",7.1915,0.23213
"278","U",7.8927,0.24873
"279","U",-3.3865,0.30671
"280","U",-0.9037,0.261
"281","U",-1.0948,0.20394
"282","U",-1.1071,0.197
"283","U",-0.90935,0.20271
"284","U",-0.92192,0.17878
"285","U",-0.14156,0.27709
"286","U",12.046,0.24013
"287","U",10.821,0.19623
"288","U",9.65,0.18615
"289","U",9.3839,0.19039
"290","U",9.3564,0.20447
"291","U",7.708,0.22406
"292","U",8.2614,0.21649
"293","U",7.0983,0.31641
"294","U",-3.4387,0.29058
"295","U",-1.0221,0.20701
"296","U",-1.1098,0.20215
"297","U",-1.0314,0.20487
"298","U",-0.85276,0.21802
"299","U",-0.89687,0.18914
"300","U",-0.38085,0.27825
"301","U",11.144,0.24215
"302","U",11.251,0.19753
"303","U",10.119,0.18302
"304","U",8.9438,0.18435
"305","U",8.6472,0.19195
"306","U",8.6048,0.22104
"307","U",7.0065,0.26325
"308","U",7.552,0.281
"309","U",-3.4817,0.28507
"310","U",-1.1326,0.18934
"311","U",-1.1665,0.19486
"312","U",-1.0642,0.1962
"313","U",-0.93184,0.20806
"314","U",-0.9039,0.19152
"315","U",-0.75182,0.30665
"316","U",11.126,0.26148
"317","U",10.308,0.20096
"318","U",10.609,0.18064
"319","U",9.48,0.18279
"320","U",8.2908,0.18752
"321","U",7.8744,0.20969
"322","U",7.8234,0.23016
"323","U",7.1829,0.30239
"324","U",-3.5349,0.28567
"325","U",-1.2146,0.19667
"326","U",-1.2168,0.19627
"327","U",-1.0521,0.19543
"328","U",-1.0261,0.20142
"329","U",-0.94309,0.18407
"330","U",-1.4397,0.35928
"331","U",11.425,0.27564
"332","U",10.317,0.23674
"333","U",9.6495,0.20394
"334","U",10.033,0.20059
"335","U",8.8465,0.20544
"336","U",7.6844,0.21349
"337","U",7.1767,0.23594
"338","U",7.6888,0.24348
"339","U",-3.5833,0.29329
"340","U",-1.1783,0.21543
"341","U",-1.1319,0.21661
"342","U",-0.90021,0.22017
"343","U",-0.95267,0.21303
"344","U",-0.91796,0.19746
"345","U",-0.63696,0.2895
"346","U",11.275,0.23955
"347","U",10.57,0.22261
"348","U",9.5387,0.19433
"349","U",8.9366,0.19932
"350","U",9.29,0.21317
"351","U",8.1272,0.21722
"352","U",7.0088,0.25987
"353","U",7.2892,0.26564
"354","U",-3.6523,0.31525
"355","U",-1.2704,0.21041
"356","U",-1.2155,0.21845
"357","U",-0.88809,0.23704
"358","U",-0.98798,0.22041
"359","U",-0.91722,0.21175
"360","U",-0.58358,0.27882
"361","U",11.903,0.23888
"362","U",10.49,0.20708
"363","U",9.853,0.19883
"364","U",8.8273,0.18653
"365","U",8.1132,0.20085
"366","U",8.5717,0.21946
"367","U",7.3538,0.22863
"368","U",6.9601,0.27714
"369","U",-3.6279,0.30951
"370","U",-1.4087,0.20871
"371","U",-1.2252,0.22186
"372","U",-0.86715,0.25875
"373","U",-0.98342,0.23914
"374","U",-0.92423,0.22675
"375","U",0.030392,0.34637
"376","U",11.866,0.24445
"377","U",11.115,0.19849
"378","U",9.8731,0.20394
"379","U",9.1608,0.19567
"380","U",7.9984,0.19843
"381","U",7.3444,0.21852
"382","U",7.7631,0.22098
"383","U",6.4352,0.39137
"384","U",-3.5421,0.29364
"385","U",-1.4653,0.20701
"386","U",-1.2109,0.2258
"387","U",-0.95717,0.24795
"388","U",-1.025,0.24477
"389","U",-1.0174,0.20688
"390","U",-0.58289,0.34729
"391","U",11.986,0.24409
"392","U",11.042,0.20764
"393","U",10.57,0.19664
"394","U",9.188,0.20079
"395","U",8.3973,0.21317
"396","U",7.2994,0.22383
"397","U",6.6578,0.25056
"398","U",7.1381,0.30102
"399","U",-3.4625,0.29523
"400","U",-1.4487,0.20829
"401","U",-1.2585,0.22219
"402","U",-1.0297,0.24721
"403","U",-1.0547,0.2574
"404","U",-1.0614,0.21052
"405","U",-0.70632,0.32029
"406","U",12.55,0.24538
"407","U",11.162,0.20805
"408","U",10.39,0.19262
"409","U",9.9292,0.19978
"410","U",8.4009,0.20413
"411","U",7.635,0.23166
"412","U",6.627,0.25976
"413","U",6.774,0.3235
"414","U",-3.4249,0.30249
"415","U",-1.4918,0.214
"416","U",-1.3453,0.22296
"417","U",-1.2014,0.22794
"418","U",-1.1735,0.24747
"419","U",-1.122,0.21282
"420","U",-0.86842,0.35708
"421","U",12.987,0.29686
"422","U",11.735,0.21315
"423","U",10.536,0.19831
"424","U",9.7565,0.19777
"425","U",9.2903,0.21629
"426","U",7.7679,0.23244
"427","U",6.9349,0.27383
"428","U",6.6351,0.34943
"429","U",-3.3828,0.31496
"430","U",-1.5928,0.22013
"431","U",-1.5114,0.224
"432","U",-1.4563,0.23952
"433","U",-1.3913,0.23868
"434","U",-1.226,0.21518
"435","U",-1.4906,0.37014
"436","U",12.334,0.29146
"437","U",12.119,0.24416
"438","U",11.135,0.20711
"439","U",9.9667,0.20817
"440","U",9.2411,0.23008
"441","U",8.7717,0.2591
"442","U",7.2349,0.28884
"443","U",6.958,0.3227
"444","U",-3.3729,0.32212
"445","U",-1.6821,0.23932
"446","U",-1.6242,0.23875
"447","U",-1.5596,0.2539
"448","U",-1.4565,0.2453
"449","U",-1.2793,0.22238
"450","U",-1.4166,0.34785
"451","U",12.626,0.27403
"452","U",11.486,0.25476
"453","U",11.52,0.23942
"454","U",10.592,0.22392
"455","U",9.4313,0.23475
"456","U",8.6897,0.26524
"457","U",8.1687,0.29595
"458","U",7.275,0.33376
"459","U",-3.3868,0.32605
"460","U",-1.7148,0.25177
"461","U",-1.6604,0.25619
"462","U",-1.6003,0.26759
"463","U",-1.532,0.26073
"464","U",-1.3523,0.23929
"465","U",-1.6977,0.46579
"466","U",12.79,0.25419
"467","U",11.805,0.23986
"468","U",10.884,0.21944
"469","U",10.904,0.21065
"470","U",10.015,0.21713
"471","U",8.8654,0.24064
"472","U",8.0896,0.28591
"473","U",7.9508,0.29141
"474","U",-3.4008,0.32213
"475","U",-1.7554,0.24158
"476","U",-1.7099,0.24599
"477","U",-1.6422,0.2591
"478","U",-1.6078,0.25484
"479","U",-1.4273,0.25454
"480","U",-2.0061,0.36861
"481","U",12.261,0.30375
"482","U",11.958,0.21777
"483","U",11.186,0.21009
"484","U",10.284,0.20699
"485","U",10.292,0.21504
"486","U",9.4511,0.23547
"487","U",8.2958,0.27895
"488","U",8.2065,0.28699
"489","U",-3.4222,0.32186
"490","U",-1.7979,0.23738
"491","U",-1.7468,0.24168
"492","U",-1.6419,0.2498
"493","U",-1.6784,0.25469
"494","U",-1.4735,0.26355
"495","U",-1.7396,0.35477
"496","U",12.552,0.25558
"497","U",11.381,0.24063
"498","U",11.395,0.20957
"499","U",10.634,0.21366
"500","U",9.7418,0.222
"501","U",9.7466,0.24012
"502","U",8.9174,0.27509
"503","U",8.4174,0.29851
"504","U",-3.4652,0.32518
"505","U",-1.8164,0.23564
"506","U",-1.78,0.23996
"507","U",-1.635,0.2469
"508","U",-1.7368,0.2551
"509","U",-1.5008,0.26834
"510","U",-1.6922,0.36127
"511","U",12.113,0.26124
"512","U",11.759,0.23199
"513","U",10.781,0.21781
"514","U",10.821,0.20695
"515","U",10.04,0.22347
"516","U",9.2013,0.24649
"517","U",9.1591,0.29076
"518","U",8.8248,0.31557
"519","U",-3.4678,0.33567
"520","U",-1.822,0.23184
"521","U",-1.8319,0.24312
"522","U",-1.6966,0.25359
"523","U",-1.8585,0.26515
"524","U",-1.5428,0.28478
"525","U",-2.3533,0.37668
"526","U",12.746,0.29588
"527","U",11.316,0.23163
"528","U",11.187,0.22212
"529","U",10.166,0.21375
"530","U",10.247,0.22921
"531","U",9.4733,0.26276
"532","U",8.6322,0.29993
"533","U",9.2415,0.31557
"534","U",-3.4702,0.35271
"535","U",-1.8601,0.24054
"536","U",-1.9332,0.25152
"537","U",-1.7561,0.2692
"538","U",-2.0036,0.29162
"539","U",-1.5817,0.30553
"540","U",-2.2359,0.37621
"541","U",12.763,0.36515
"542","U",11.901,0.268
"543","U",10.796,0.2386
"544","U",10.651,0.23222
"545","U",9.632,0.2413
"546","U",9.796,0.26027
"547","U",8.9486,0.3141
"548","U",9.1933,0.34876
"549","U",-3.5329,0.38199
"550","U",-1.886,0.26299
"551","U",-2.0334,0.27507
"552","U",-1.7038,0.27378
"553","U",-2.0386,0.30428
"554","U",-1.5558,0.29724
"555","U",-1.8287,0.4032
"556","U",11.55,0.67373
"557","U",11.985,0.35702
"558","U",11.379,0.28943
"559","U",10.377,0.28312
"560","U",10.117,0.2703
"561","U",9.1897,0.27733
"562","U",9.2539,0.32046
"563","U",9.2616,0.38423
"564","U",-3.53,0.41455
"565","U",-1.8902,0.29873
"566","U",-2.1159,0.32088
"567","U",-1.7119,0.30382
"568","U",-2.0793,0.33821
"569","U",-1.5676,0.31658
"570","U",-2.2011,0.4286
"571","ssb",12220,2089.4
"572","ssb",14109,2375.2
"573","ssb",16228,3234.6
"574","ssb",18671,3777.8
"575","ssb",19697,3478.9
"576","ssb",16808,2023.5
"577","ssb",18654,2124.8
"578","ssb",16996,2156.6
"579","ssb",20513,2882
"580","ssb",16132,2284
"581","ssb",15204,1964
"582","ssb",10282,1257.4
"583","ssb",10171,1043
"584","ssb",10300,1130.8
"585","ssb",11268,1218.6
"586","ssb",10898,1234.5
"587","ssb",8397.3,961.96
"588","ssb",7550.8,906.46
"589","ssb",8936.2,951.26
"590","ssb",8601.4,1076.4
"591","ssb",7980.4,955.38
"592","ssb",5633.6,906.99
"593","ssb",5922.8,977.3
"594","ssb",5610.7,769.01
"595","ssb",8451.9,1206.8
"596","ssb",9720.8,1441.7
"597","ssb",11118,1535.8
"598","ssb",17716,2707.3
"599","ssb",22276,3865.8
"600","ssb",22076,3832.7
"601","ssb",24093,4016.3
"602","ssb",25475,3959.3
"603","ssb",22801,3684.1
"604","ssb",21646,3408.1
"605","ssb",25310,3883.3
"606","ssb",24572,4164.4
"607","ssb",25867,5215.4
"608","logssb",9.4108,0.17099
"609","logssb",9.5545,0.16835
"610","logssb",9.6945,0.19933
"611","logssb",9.8347,0.20233
"612","logssb",9.8882,0.17662
"613","logssb",9.7296,0.12039
"614","logssb",9.8338,0.11391
"615","logssb",9.7407,0.12689
"616","logssb",9.9288,0.1405
"617","logssb",9.6886,0.14158
"618","logssb",9.6293,0.12918
"619","logssb",9.2381,0.1223
"620","logssb",9.2273,0.10255
"621","logssb",9.2399,0.10979
"622","logssb",9.3297,0.10815
"623","logssb",9.2964,0.11327
"624","logssb",9.0357,0.11456
"625","logssb",8.9294,0.12005
"626","logssb",9.0979,0.10645
"627","logssb",9.0597,0.12514
"628","logssb",8.9847,0.11972
"629","logssb",8.6365,0.161
"630","logssb",8.6866,0.16501
"631","logssb",8.6324,0.13706
"632","logssb",9.0422,0.14279
"633","logssb",9.182,0.14831
"634","logssb",9.3163,0.13813
"635","logssb",9.7822,0.15282
"636","logssb",10.011,0.17354
"637","logssb",10.002,0.17361
"638","logssb",10.09,0.1667
"639","logssb",10.145,0.15542
"640","logssb",10.035,0.16158
"641","logssb",9.9826,0.15745
"642","logssb",10.139,0.15343
"643","logssb",10.109,0.16948
"644","logssb",10.161,0.20162
"645","logCatch",8.6326,0.21946
"646","logCatch",8.5569,0.15291
"647","logCatch",8.6464,0.16087
"648","logCatch",8.7046,0.16602
"649","logCatch",8.7479,0.14047
"650","logCatch",8.7238,0.10843
"651","logCatch",8.7794,0.10823
"652","logCatch",8.7447,0.10509
"653","logCatch",8.9059,0.1153
"654","logCatch",8.7138,0.11461
"655","logCatch",8.7007,0.10864
"656","logCatch",8.5148,0.10488
"657","logCatch",8.3009,0.096752
"658","logCatch",8.5679,0.13327
"659","logCatch",8.4028,0.11139
"660","logCatch",8.4999,0.13541
"661","logCatch",8.4703,0.12901
"662","logCatch",8.3307,0.12497
"663","logCatch",8.3164,0.1198
"664","logCatch",8.3324,0.14005
"665","logCatch",8.0748,0.11925
"666","logCatch",8.0221,0.12142
"667","logCatch",7.9115,0.10817
"668","logCatch",7.8439,0.10641
"669","logCatch",7.9508,0.13002
"670","logCatch",8.0892,0.12471
"671","logCatch",8.164,0.11991
"672","logCatch",8.4526,0.13412
"673","logCatch",8.6655,0.15387
"674","logCatch",8.6004,0.14796
"675","logCatch",8.5842,0.12214
"676","logCatch",8.6393,0.11669
"677","logCatch",8.6183,0.10367
"678","logCatch",8.4267,0.11187
"679","logCatch",8.4273,0.10874
"680","logCatch",8.5163,0.12544
"681","logCatch",8.4586,0.15815
"682","fbar",0.30939,0.071299
"683","fbar",0.28456,0.058987
"684","fbar",0.25564,0.050076
"685","fbar",0.24022,0.046605
"686","fbar",0.24586,0.042891
"687","fbar",0.27325,0.038697
"688","fbar",0.28498,0.037412
"689","fbar",0.29597,0.037787
"690","fbar",0.3177,0.042204
"691","fbar",0.30957,0.039644
"692","fbar",0.30881,0.038544
"693","fbar",0.30399,0.037004
"694","fbar",0.31569,0.036688
"695","fbar",0.31862,0.036784
"696","fbar",0.32771,0.037591
"697","fbar",0.33441,0.038297
"698","fbar",0.34814,0.039759
"699","fbar",0.37702,0.045171
"700","fbar",0.39687,0.052657
"701","fbar",0.38128,0.047857
"702","fbar",0.36568,0.044677
"703","fbar",0.39717,0.056314
"704","fbar",0.39447,0.06109
"705","fbar",0.39701,0.069035
"706","fbar",0.3681,0.062472
"707","fbar",0.35046,0.061464
"708","fbar",0.31189,0.051456
"709","fbar",0.25843,0.042604
"710","fbar",0.2405,0.041199
"711","fbar",0.22553,0.041289
"712","fbar",0.21127,0.040109
"713","fbar",0.20313,0.039269
"714","fbar",0.198,0.038635
"715","fbar",0.18433,0.038094
"716","fbar",0.17106,0.03841
"717","fbar",0.17441,0.038175
"718","fbar",0.17136,0.03959
"719","logfbar",-1.1731,0.23045
"720","logfbar",-1.2568,0.20729
"721","logfbar",-1.364,0.19588
"722","logfbar",-1.4262,0.19401
"723","logfbar",-1.403,0.17446
"724","logfbar",-1.2974,0.14161
"725","logfbar",-1.2553,0.13128
"726","logfbar",-1.2175,0.12767
"727","logfbar",-1.1466,0.13284
"728","logfbar",-1.1726,0.12806
"729","logfbar",-1.175,0.12482
"730","logfbar",-1.1908,0.12173
"731","logfbar",-1.153,0.11621
"732","logfbar",-1.1437,0.11545
"733","logfbar",-1.1156,0.11471
"734","logfbar",-1.0954,0.11452
"735","logfbar",-1.0551,0.1142
"736","logfbar",-0.97546,0.11981
"737","logfbar",-0.92416,0.13268
"738","logfbar",-0.96423,0.12552
"739","logfbar",-1.006,0.12218
"740","logfbar",-0.92338,0.14179
"741","logfbar",-0.93022,0.15487
"742","logfbar",-0.92381,0.17389
"743","logfbar",-0.99941,0.16972
"744","logfbar",-1.0485,0.17538
"745","logfbar",-1.1651,0.16498
"746","logfbar",-1.3531,0.16486
"747","logfbar",-1.425,0.17131
"748","logfbar",-1.4893,0.18307
"749","logfbar",-1.5546,0.18985
"750","logfbar",-1.5939,0.19332
"751","logfbar",-1.6195,0.19512
"752","logfbar",-1.691,0.20666
"753","logfbar",-1.7657,0.22453
"754","logfbar",-1.7463,0.21888
"755","logfbar",-1.764,0.23103
"756","tsb",34120,4721.7
"757","tsb",39607,6558.4
"758","tsb",47300,8449.4
"759","tsb",51751,9507.8
"760","tsb",48598,7057.1
"761","tsb",46681,5397.2
"762","tsb",47101,5413.9
"763","tsb",48711,6120.9
"764","tsb",45239,5463.5
"765","tsb",43066,5590.2
"766","tsb",39049,4392.5
"767","tsb",29364,2928.8
"768","tsb",31472,3936.1
"769","tsb",29886,3253.5
"770","tsb",30929,3680.5
"771","tsb",28484,3078.8
"772","tsb",23186,2388.6
"773","tsb",21950,2395
"774","tsb",26349,3352.6
"775","tsb",21572,2343.5
"776","tsb",18227,2024.4
"777","tsb",17193,2720.4
"778","tsb",17474,2359.1
"779","tsb",21779,3132.2
"780","tsb",22936,3086.8
"781","tsb",25418,3576.8
"782","tsb",34189,5189.9
"783","tsb",56678,10816
"784","tsb",52085,8621.3
"785","tsb",54647,9034.3
"786","tsb",58108,8936.7
"787","tsb",51897,7627.1
"788","tsb",51554,7391.1
"789","tsb",44720,6057.4
"790","tsb",58702,9262.5
"791","tsb",61097,11295
"792","tsb",46687,9195.4
"793","logtsb",10.438,0.13839
"794","logtsb",10.587,0.16559
"795","logtsb",10.764,0.17864
"796","logtsb",10.854,0.18372
"797","logtsb",10.791,0.14521
"798","logtsb",10.751,0.11562
"799","logtsb",10.76,0.11494
"800","logtsb",10.794,0.12566
"801","logtsb",10.72,0.12077
"802","logtsb",10.67,0.12981
"803","logtsb",10.573,0.11249
"804","logtsb",10.288,0.099741
"805","logtsb",10.357,0.12506
"806","logtsb",10.305,0.10887
"807","logtsb",10.339,0.119
"808","logtsb",10.257,0.10809
"809","logtsb",10.051,0.10302
"810","logtsb",9.9965,0.10911
"811","logtsb",10.179,0.12724
"812","logtsb",9.9791,0.10864
"813","logtsb",9.8106,0.11107
"814","logtsb",9.7522,0.15823
"815","logtsb",9.7685,0.13501
"816","logtsb",9.9887,0.14382
"817","logtsb",10.04,0.13459
"818","logtsb",10.143,0.14072
"819","logtsb",10.44,0.1518
"820","logtsb",10.945,0.19084
"821","logtsb",10.861,0.16552
"822","logtsb",10.909,0.16532
"823","logtsb",10.97,0.15379
"824","logtsb",10.857,0.14697
"825","logtsb",10.85,0.14337
"826","logtsb",10.708,0.13545
"827","logtsb",10.98,0.15779
"828","logtsb",11.02,0.18487
"829","logtsb",10.751,0.19696
