"","Year","Recruits Age 0 (Thousands) Mean","Recruits Age 0 (Thousands) Low","Recruits Age 0 (Thousands) High","Total biomass (tonnes) Mean","Total biomass (tonnes) Low","Total biomass (tonnes) High","Spawing biomass (tonnes) Mean","Spawing biomass (tonnes) Low","Spawing biomass (tonnes) High","Landings (tonnes) Mean","Landings (tonnes) Low","Landings (tonnes) High","Yield / SSB (ratio) Mean","Yield / SSB (ratio) Low","Yield / SSB (ratio) High","Mean F ages 4-6 Mean","Mean F ages 4-6 Low","Mean F ages 4-6 High","SoP (%)"
"11",1971,447754.334275474,311918.620176123,642744.391948356,127643.946639756,102991.279646357,158197.6374089,43695.4824801602,34248.2791968349,55748.6458867234,22948.3197660449,18633.0320259172,28262.9997819007,0.525187467067436,0.544057466911772,0.506971951199115,0.407387686598261,0.310543776633161,0.534432629728507,0.999385384414519
"12",1972,431490.166440376,302740.717398816,614994.128753002,107151.607165433,87807.5880369582,130757.115356623,38715.6813582175,30387.99171553,49325.5361217241,22561.4956509695,18544.0080558949,27449.3563891061,0.582748252373989,0.610241316026746,0.556493827484559,0.455130995167422,0.348874158209477,0.593750548407517,0.892820109689214
"13",1973,467427.717133775,324279.799237781,673765.899875508,102334.281159164,83667.843911316,125165.232074858,32080.3829739531,25409.4797021828,40502.6385356127,22902.4689925698,18701.8027137287,28046.6591367995,0.71390883990272,0.736016751737035,0.692464988722623,0.485915761671033,0.375043072352845,0.629565361543863,0.992740707964602
"14",1974,374744.597656115,263964.94784529,532015.764285308,101214.77265156,82634.2233524107,123973.213364848,38101.1597391769,29558.3395118026,49112.9879907704,29056.5729492608,23146.5449001017,36475.6137557275,0.762616496405065,0.783080013370147,0.742687733896016,0.582387060438588,0.448402326208439,0.75640706647145,1.00426552795031
"15",1975,332036.439697286,234152.525412292,470839.240758673,79062.9777046601,65037.1185172526,96113.6438089484,28395.898650334,22250.443055436,36238.6968273446,23248.5954863141,18759.1854104563,28812.4020451865,0.818730753077982,0.843092668479389,0.795072796973358,0.63342732855501,0.482963015850222,0.830767920922472,0.974702857142857
"16",1976,278451.729453361,195297.477352603,397011.608580996,64666.5923403071,52848.1930207721,79127.930888078,18941.2999585528,14368.0116302975,24970.2501189054,19370.3727520983,15661.7576275563,23957.1668441007,1.02265276377463,1.09004349596507,0.959428388983669,0.672757729521517,0.503981761029055,0.89805425042922,1.00734729411765
"17",1977,261712.015310595,184570.503082888,371094.935614788,53263.1499232077,43384.0352052237,65391.8688365925,13966.2641916509,10502.9977983322,18571.5106502224,14983.4269610049,12056.6927539694,18620.6191098181,1.07282998197629,1.1479287138272,1.00264428998376,0.647594856249326,0.48276021397494,0.868710978453488,1.04840752757949
"18",1978,217509.977060209,152752.279500089,309721.008914339,47192.9596268487,38150.7539768647,58378.2810607615,12218.4208781326,9182.63243378148,16257.8443416698,12640.9901590415,10092.174494601,15833.5185629686,1.03458460672812,1.09905025246067,0.973900243489622,0.602143192898708,0.444630712895949,0.815455195150001,1.08187364620939
"19",1979,172991.891078023,119004.239796381,251471.66546297,42277.0641794019,33852.73930901,52797.7998859775,10995.0450467297,8071.76622185139,14977.0214172392,11950.1606406318,9412.47861380635,15172.0227154021,1.08686781999007,1.16609901167919,1.01302003200305,0.564198014253209,0.410749392938549,0.774972293957566,1.0756929810342
"20",1980,166874.948579704,115665.814176299,240756.083911136,35066.4460763687,28121.9024969553,43725.9051218176,11039.1133046749,8243.97904369331,14781.9423008693,8754.29748566372,6969.59781643451,10996.0038564613,0.793025421883876,0.845416731349686,0.74388085358814,0.510645330105671,0.366300955750243,0.711869977583471,1.03079996231037
"21",1981,178260.278498541,121766.237547654,260965.005820611,32338.0553530097,25201.7420480224,41495.1403764718,10848.6941837756,8096.21866354828,14536.9301872962,5504.38320394831,4407.1222305364,6874.8341595737,0.507377488083333,0.544343280941589,0.472922004233165,0.411510805664824,0.290169512763546,0.583593850250236,1.09986977381768
"22",1982,184794.559902613,123677.815357883,276112.81191202,36461.055596718,27666.921253444,48050.4702004556,12231.8685359544,8832.08153283527,16940.3562823362,5091.86781503895,4060.41149131257,6385.34244652339,0.416278821185159,0.45973437589056,0.376930823655782,0.325465113911684,0.224993087381176,0.470803532706258,1.01657672502575
"23",1983,174555.845335205,117274.990243112,259814.501604511,40659.9964551663,30676.4334891542,53892.6831999112,14375.7782021212,10187.4148578241,20286.1080853954,4916.24349213794,3905.10206915478,6189.19804040354,0.341981033862397,0.383326106147094,0.305095389137719,0.274254163099097,0.186502543858376,0.403293941311075,1.01647241291635
"24",1984,163243.788922769,111508.756451941,238981.542524391,43958.4434691256,34071.6043717579,56714.2283980627,16309.4504337774,11862.9621373848,22422.5762816506,5321.97630896944,4283.85421124495,6611.67034090096,0.326312424233955,0.361111682026269,0.294866667320097,0.265962488718483,0.185611555561448,0.38109720696733,1.03918740777177
"25",1985,176839.885418296,121070.948017916,258297.680713033,46957.5837587509,37416.0711127031,58932.2878347717,16102.0198560337,12417.7527361791,20879.3852601611,6523.06737122197,5305.69260739852,8019.76501054101,0.405108640378285,0.427266730150004,0.38409967106853,0.309715854569133,0.229475180798142,0.418014315264307,0.980215957331011
"26",1986,189851.980969794,128711.918997591,280034.475119819,45889.8849360686,36879.1341536749,57102.2500330521,18057.2040413546,14154.2470087652,23036.3803591386,6994.64405379504,5809.72199904619,8421.23692791541,0.387360304384659,0.410457864374449,0.365562505768172,0.314774112680232,0.234203238497488,0.423063073974914,1.02383037634409
"27",1987,194852.8622181,128690.554592331,295030.494156005,40619.3567819344,32342.906425134,51013.725349553,15944.9907607656,12301.9565768668,20666.8531767531,6222.33178170457,5200.35202815372,7445.15228815319,0.390237402771992,0.422725604310188,0.360246053159548,0.323033256422253,0.239619267667379,0.435484532485996,0.963222222222222
"28",1988,148449.48336641,101645.810169259,216804.303837593,42404.0858091185,33991.0726498863,52899.3748396199,17784.8099792714,13573.2361139174,23303.1727543936,7120.97547544551,5881.17493612277,8622.13626913919,0.400396489124437,0.433292023122804,0.369998384340758,0.36758525530854,0.270638417981125,0.499259938512013,0.950494691309477
"29",1989,143343.625179243,98107.4317926981,209437.700121886,38368.8035176981,30527.5733971374,48224.1108465492,14271.2171334842,10828.4693960241,18808.5343387342,5677.69148270913,4670.39869182184,6902.23312824992,0.397842134248502,0.431307373278137,0.366973470869311,0.343351697497566,0.252177619617906,0.467489495511479,0.996578096585169
"30",1990,126500.30522593,87286.6142847635,183330.82745136,36607.1918968568,29445.6891571397,45510.4477746064,13904.9476245792,10684.7845097295,18095.5983030101,5784.28478896844,4799.64022038344,6970.92885791734,0.415987527974849,0.449203277428095,0.385227873717652,0.342391657427897,0.252203040403149,0.4648320134794,0.98715525982256
"31",1991,110857.403359536,76250.3435474625,161171.259142842,30393.9848183968,24667.4638194316,37449.9105341029,9538.58089277911,7336.20971036068,12402.1162208049,4871.70861736701,4018.04056040845,5906.74596129896,0.51073725453804,0.547699795813349,0.476269199234741,0.323065561363115,0.239056823519076,0.436596435117178,0.999425193269668
"32",1992,129702.675699101,89151.3886743972,188699.069455296,25438.0153133899,20721.0547499878,31228.7492548919,8999.28132183068,7148.92732530218,11328.5617022309,4164.70198574935,3465.93667580342,5004.34492966723,0.462781619644061,0.484819122938408,0.441745833337495,0.340139313400167,0.255688441773591,0.452483310226372,0.989031878557875
"33",1993,100207.668836637,69609.4490973136,144255.9454771,28969.5338543347,23663.9577609671,35464.6462867565,8916.86761799797,7032.9645797349,11305.407160162,4714.98022029796,3899.76681771212,5700.60711754126,0.52877091174721,0.55449828781295,0.504237223549901,0.3350082904002,0.251234829884717,0.446715746731309,0.986875708777501
"34",1994,119491.438089468,83610.7350066923,170769.982772504,26212.7182144616,21551.4409774622,31882.1649517226,9964.65887751248,7922.95245449505,12532.5031439327,4438.62534275338,3647.24584960691,5401.71837756863,0.445436757777042,0.460339232193381,0.431016718330826,0.347844408917087,0.261403627680005,0.462869371357745,0.975682477216239
"35",1995,113210.024898034,80127.4362999231,159951.576254609,25463.4660519516,20935.5476991456,30970.6778488223,9231.71391631227,7329.6892521116,11627.3062746939,4808.30543205907,3906.81287850097,5917.81634979142,0.520846451227532,0.533012075153863,0.508958499069657,0.354552091578922,0.267218447408582,0.470428545865994,1.00071158392435
"36",1996,101722.113810755,71608.1375912682,144500.175345853,23086.4235817771,19090.8843319016,27918.1909298252,7274.2791411275,5739.77448377008,9219.02718872785,5006.53831415086,4066.285466851,6164.20713582403,0.688252157639203,0.70843993581088,0.668639652496203,0.374718575531901,0.283832557773293,0.494707203254712,0.999887568383324
"37",1997,104820.013379629,74131.0387427264,148213.69552148,21343.4461578054,17643.7511997433,25818.9252803431,7036.73807389613,5536.91076187035,8942.83560818907,4878.04595694781,3909.62366896228,6086.34855241983,0.693225455562099,0.706101983056274,0.680583745366681,0.429458571379272,0.3281388621422,0.562062851461952,0.999633588933995
"38",1998,109864.163015212,76662.1665238916,157445.776219637,20492.2080961057,16674.0350326017,25184.7013535137,7213.43111583423,5770.61765672917,9016.98770532972,4029.91273153377,3305.11451267927,4913.65626258225,0.558667944119919,0.572748830244392,0.544933233043881,0.465645809175597,0.352042842198149,0.615908047580057,0.99513251783894
"39",1999,84965.451507911,58891.9919326623,122582.505923685,19880.6067426728,16201.7736533152,24394.7689255572,7064.23493641397,5504.55494338339,9065.84015422297,3750.33331869592,3044.21150756788,4620.24401601378,0.53089023120736,0.553034993542411,0.509632194856383,0.423564277308323,0.320994528875156,0.558908893682415,1.00011533801793
"40",2000,86335.8325456689,59725.8378165891,124801.530691687,18302.6291882715,14915.2103484912,22459.370493374,7417.51964034229,5819.16930826586,9454.88861042602,2975.002029011,2378.27044807553,3721.45946638717,0.401077742056873,0.40869586741484,0.3936016191966,0.378692783589729,0.285922295252318,0.501563630133786,0.999316183816184
"41",2001,93526.4908736739,64837.3302128768,134910.004258723,18266.060510762,14666.7572448728,22748.6526852729,5773.88244126985,4477.27732184401,7445.98023512063,3490.49905264193,2805.06390435912,4343.42462485818,0.604532407465204,0.626511092058918,0.583324758823754,0.4474457400069,0.341172863179206,0.586821848562909,1.00037007874016
"42",2002,95511.314892472,65339.2364964292,139616.129015947,18914.8006924253,14978.069845433,23886.2342695819,5897.00574367782,4568.2724832244,7612.21596756076,2797.55192156127,2312.04127004861,3385.01602684046,0.474402102212724,0.506108442204112,0.444682079602787,0.443490011265102,0.33446534739898,0.588053117076129,0.998353949017969
"43",2003,121661.75825827,84929.3658492471,174281.101412756,19775.518257417,15553.8083874897,25143.1104592996,5539.72422709704,4316.21094370719,7110.06596121726,2439.62593205558,2020.71910576952,2945.37458044745,0.440387613542634,0.46816968218748,0.414254185054451,0.471922736807606,0.348330756808744,0.639366651272383,1.00104168403501
"44",2004,142628.695866066,99591.2910009386,204264.295401723,21984.6552423994,17369.1200713739,27826.6869099333,7823.59932980414,5972.66914837341,10248.1327782875,2712.7007382628,2219.53900966647,3315.43859482666,0.346733085873751,0.371615931592483,0.323516358204395,0.420862122053715,0.31071549269083,0.570055018002594,0.997923350454366
"45",2005,168720.706068921,117399.884199499,242476.19024923,25693.671617579,20221.619837024,32646.4826513692,9308.65600979439,7105.69035156237,12194.6035390676,3596.44091248128,2892.35520777041,4471.92212153629,0.386354475737117,0.40704774127041,0.366713202869587,0.421843874095075,0.306564961468391,0.580471601383219,1.00615272395715
"46",2006,218818.959944276,151239.265277128,316595.939178606,29231.436452877,22838.3586904704,37414.1105619436,9782.00742356944,7495.61303709709,12765.8229902201,3760.84896702571,3036.15867001301,4658.51310488913,0.384465969425055,0.405058085974627,0.364920703385753,0.379302970039595,0.272181215789939,0.528584394273162,1.00049977283053
"47",2007,265136.482317403,179825.749020238,390919.290694765,39695.7734979861,30366.8611785455,51890.5929835352,13602.3792326431,10256.0473914399,18040.5485394958,4203.1940359523,3361.22913482616,5256.06538418235,0.309004326674368,0.32773143556567,0.291347315336635,0.286046755715845,0.201858968734498,0.405346103611479,1.00118556923742
"48",2008,249945.956631118,168846.483597971,369998.710692696,44311.5214457043,34008.3308981362,57736.1746659764,16777.6009667553,12505.4221345119,22509.2676738063,4914.76884029913,3923.18381172603,6156.9770657644,0.292936329218803,0.313718622972272,0.273530758751836,0.273870475914456,0.191449119534738,0.391775306984376,1.00084167517875
"49",2009,270222.237156871,181310.008626756,402735.943851742,46630.0284535243,35487.393509936,61271.3230958396,18010.3162913356,13289.1607403107,24408.7267249326,4936.93513684209,3706.45213420938,6575.91887412437,0.274117070293605,0.278907916507203,0.269408517217218,0.258127920769778,0.173497515427561,0.38404021704131,0
"50",2010,284361.046434379,185327.016435014,436316.335765376,48581.59332595,36669.5063860551,64363.3209904762,20314.699169138,14851.4502589839,27787.6567699465,4975.09626920777,4045.66169681803,6118.05552287097,0.24490130165284,0.272408527535602,0.220171696142724,0.243265947485809,0.1626229090055,0.363899044532322,0.998894564773192
"51",2011,258073.575601863,156837.262161137,424656.548489749,48630.1992181715,35721.0703661784,66204.5188387802,21529.9442296557,15309.6465168228,30277.5441629389,5292.25653467487,4347.14592694102,6442.84312040967,0.245809114887777,0.283948157925412,0.212792790780436,0.241810721843495,0.157815097538187,0.3705122393903,1.00140023068051
"52",2012,241832.350853974,126238.316464525,463273.652227409,48290.976488357,33273.015429597,70087.3780175834,21540.7118934622,14528.6406867076,31937.0737347549,5766.95793787331,4634.85410176651,7175.5880825945,0.267723646571943,0.31901498575892,0.224678946549377,0.25268793754929,0.158568214952777,0.402673346622017,0.999901809239417
"53",2013,144514,NA,NA,NA,NA,NA,21861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
