"Species","Year","Quarter","Species.n","Age","M1","M2","M","F","Z","N","N.bar","C.hat","C.obs","west","weca","Yield","CWsum","prop.landed","propmat","BIO","SSB","Lsea","ration"
"Saithe",2008,2,21,6,0.05,0,0.05,0.095112,0.145112,38938.1,36244.8,3447.31,0,1.90516,1.7704,0,0,1,0.9,74183.5,66765.2,647,3.526
"Saithe",2008,2,21,7,0.05,0,0.05,0.100223,0.150223,12120.8,11254.3,1127.94,0,2.61268,2.4572,0,0,1,1,31667.7,31667.7,743,4.769
"Saithe",2008,2,21,8,0.05,0,0.05,0.0976811,0.147681,8733.81,8119.51,793.123,0,3.16318,3.0278,0,0,1,1,27626.6,27626.6,789,6.024
"Saithe",2008,2,21,9,0.05,0,0.05,0.0976811,0.147681,7050.29,6554.4,640.242,0,3.74264,3.5997,0,0,1,1,26386.7,26386.7,867,7.489
"Saithe",2008,2,21,10,0.05,0,0.05,0.0976811,0.147681,7184.6,6679.26,652.438,0,4.38319,4.5997,0,0,1,1,31491.4,31491.4,1017,11.457
"Saithe",2008,3,21,0,0.05,0,0.05,0,0.05,92105.1,89840.4,0,0,0.005,0,0,0,1,0,460.525,0,129,0
"Saithe",2008,3,21,1,0.05,0,0.05,0,0.05,169925,165747,0,0,0.111,0,0,0,1,0,18861.7,0,296,0
"Saithe",2008,3,21,2,0.05,0,0.05,0,0.05,68155.2,66479.3,0,0,0.463,0,0,0,1,0,31555.8,0,384,0
"Saithe",2008,3,21,3,0.05,0,0.05,0.0431671,0.0931671,61617.2,58833.9,2539.69,9691.98,1.30855,0.9524,9230.64,9230.64,1,0,80629.1,0,428,0.761
"Saithe",2008,3,21,4,0.05,0,0.05,0.0720167,0.122017,55742.7,52476.2,3779.16,24765,1.42173,1.176,29123.6,29123.6,1,0.15,79251.2,11887.7,504,0.997
"Saithe",2008,3,21,5,0.05,0,0.05,0.105648,0.155648,20132.6,18644,1969.71,8119.4,1.86367,1.5322,12440.5,12440.5,1,0.7,37520.6,26264.4,581,1.505
"Saithe",2008,3,21,6,0.05,0,0.05,0.0957694,0.145769,33678.6,31339,3001.32,17113.4,2.04033,1.7704,30297.5,30297.5,1,0.9,68715.3,61843.8,689,2.011
"Saithe",2008,3,21,7,0.05,0,0.05,0.100916,0.150916,10430.1,9681.22,976.988,4561.27,2.76159,2.4572,11208,11208,1,1,28803.7,28803.7,744,2.682
"Saithe",2008,3,21,8,0.05,0,0.05,0.0983564,0.148356,7534.71,7002.44,688.735,3418.11,3.30512,3.0278,10349.4,10349.4,1,1,24903.1,24903.1,813,3.346
"Saithe",2008,3,21,9,0.05,0,0.05,0.0983564,0.148356,6082.33,5652.66,555.975,2407.34,3.88528,3.5997,8665.71,8665.71,1,1,23631.6,23631.6,898,4.131
"Saithe",2008,3,21,10,0.05,0,0.05,0.0983564,0.148356,6198.2,5760.34,566.566,1736.69,4.6808,4.5997,7988.26,7988.26,1,1,29012.5,29012.5,1019,6.373
"Saithe",2008,4,21,0,0.05,0,0.05,0,0.05,87613.1,85458.8,0,0,0.02,0,0,0,1,0,1752.26,0,173,0
"Saithe",2008,4,21,1,0.05,0,0.05,0,0.05,161638,157663,0,0,0.183,0,0,0,1,0,29579.7,0,308,0
"Saithe",2008,4,21,2,0.05,0,0.05,0,0.05,64831.2,63237.1,0,0,0.667,0,0,0,1,0,43242.4,0,401,0
"Saithe",2008,4,21,3,0.05,0,0.05,0.0242512,0.0742512,56135.8,54102.3,1312.05,0,1.47662,0.9524,0,0,1,0,82891.2,0,435,1.012
"Saithe",2008,4,21,4,0.05,0,0.05,0.0411995,0.0911995,49339.8,47156.8,1942.83,0,1.5797,1.176,0,0,1,0.15,77942.1,11691.3,516,1.306
"Saithe",2008,4,21,5,0.05,0,0.05,0.0604395,0.110439,17230.7,16313.3,985.968,0,1.99792,1.5322,0,0,1,0.7,34425.5,24097.9,654,1.897
"Saithe",2008,4,21,6,0.05,0,0.05,0.054788,0.104788,29110.3,27637,1514.18,0,2.18836,1.7704,0,0,1,0.9,63704,57333.6,756,2.535
"Saithe",2008,4,21,7,0.05,0,0.05,0.0577321,0.107732,8969.07,8502.83,490.886,0,2.89696,2.4572,0,0,1,1,25983,25983,811,3.302
"Saithe",2008,4,21,8,0.05,0,0.05,0.0562679,0.106268,6495.85,6162.61,346.757,0,3.44029,3.0278,0,0,1,1,22347.7,22347.7,847,4.085
"Saithe",2008,4,21,9,0.05,0,0.05,0.0562679,0.106268,5243.72,4974.72,279.917,0,4.03472,3.5997,0,0,1,1,21156.9,21156.9,950,5.032
"Saithe",2008,4,21,10,0.05,0,0.05,0.0562679,0.106268,5343.61,5069.48,285.249,0,4.96636,4.5997,0,0,1,1,26538.3,26538.3,1036,7.745
"Saithe",2009,1,21,1,0.05,0,0.05,0,0.05,83340.1,81290.9,0,0,0.026,0,0,0,1,0,2166.84,0,281,0
"Saithe",2009,1,21,2,0.05,0,0.05,0,0.05,153755,149974,0,0,0.2,0,0,0,1,0,30750.9,0,333,0
"Saithe",2009,1,21,3,0.05,0,0.05,0.0145528,0.0645528,61669.3,59721,869.108,0,0.741,0.7415,0,0,1,0,45697,0,412,0.355
"Saithe",2009,1,21,4,0.05,0,0.05,0.12974,0.17974,52118.6,47703.2,6189.01,0,1.226,1.2264,0,0,1,0.15,63897.4,9584.61,441,0.534
"Saithe",2009,1,21,5,0.05,0,0.05,0.190328,0.240328,45039.1,40035.7,7619.93,0,1.52,1.5204,0,0,1,0.7,68459.4,47921.6,550,0.8
"Saithe",2009,1,21,6,0.05,0,0.05,0.172531,0.222531,15429.1,13832.9,2386.61,0,2.053,2.0535,0,0,1,0.9,31675.9,28508.3,646,1.133
"Saithe",2009,1,21,7,0.05,0,0.05,0.181802,0.231802,26214.3,23397.8,4253.77,0,2.321,2.321,0,0,1,1,60843.4,60843.4,742,1.552
"Saithe",2009,1,21,8,0.05,0,0.05,0.177192,0.227192,8053.04,7203.76,1276.45,0,2.971,2.9711,0,0,1,1,23925.6,23925.6,809,1.997
"Saithe",2009,1,21,9,0.05,0,0.05,0.177192,0.227192,5840.97,5224.98,925.823,0,3.501,3.5009,0,0,1,1,20449.2,20449.2,878,2.496
"Saithe",2009,1,21,10,0.05,0,0.05,0.177192,0.227192,9519.96,8515.98,1508.96,0,4.442,4.4422,0,0,1,1,42287.7,42287.7,1010,4.071
"Saithe",2009,2,21,1,0.05,0,0.05,0,0.05,79275.6,77326.3,0,0,0.036,0,0,0,1,0,2853.92,0,283,0
"Saithe",2009,2,21,2,0.05,0,0.05,0,0.05,146256,142660,0,0,0.231,0,0,0,1,0,33785.1,0,404,0
"Saithe",2009,2,21,3,0.05,0,0.05,0.0412552,0.0912552,57814.2,55254.7,2279.54,0,0.901721,0.7415,0,0,1,0,52132.3,0,424,1.26
"Saithe",2009,2,21,4,0.05,0,0.05,0.0984391,0.148439,43544.4,40466.7,3983.51,0,1.37239,1.2264,0,0,1,0.15,59759.9,8963.98,483,1.733
"Saithe",2009,2,21,5,0.05,0,0.05,0.14441,0.19441,35417.4,32187.3,4648.16,0,1.6767,1.5204,0,0,1,0.7,59384.4,41569.1,561,2.558
"Saithe",2009,2,21,6,0.05,0,0.05,0.130907,0.180907,12350.8,11298.1,1478.99,0,2.20978,2.0535,0,0,1,0.9,27292.5,24563.3,647,3.526
"Saithe",2009,2,21,7,0.05,0,0.05,0.137941,0.187941,20790.6,18953.8,2614.5,0,2.46806,2.321,0,0,1,1,51312.5,51312.5,743,4.769
"Saithe",2009,2,21,8,0.05,0,0.05,0.134443,0.184443,6416.4,5859.44,787.759,0,3.10363,2.9711,0,0,1,1,19914.2,19914.2,789,6.024
"Saithe",2009,2,21,9,0.05,0,0.05,0.134443,0.184443,4653.9,4249.92,571.371,0,3.63972,3.5009,0,0,1,1,16938.9,16938.9,867,7.489
"Saithe",2009,2,21,10,0.05,0,0.05,0.134443,0.184443,7585.2,6926.78,931.255,0,4.23263,4.4422,0,0,1,1,32105.4,32105.4,1017,11.457
"Saithe",2009,3,21,0,0.05,0,0.05,0,0.05,142779,139268,0,0,0.005,0,0,0,1,0,713.894,0,129,0
"Saithe",2009,3,21,1,0.05,0,0.05,0,0.05,75409.3,73555.1,0,0,0.111,0,0,0,1,0,8370.43,0,296,0
"Saithe",2009,3,21,2,0.05,0,0.05,0,0.05,139123,135702,0,0,0.463,0,0,0,1,0,64414,0,384,0
"Saithe",2009,3,21,3,0.05,0,0.05,0.0594128,0.109413,52771.9,49987.4,2969.89,9325.2,1.01852,0.7415,6914.64,6914.64,1,0,53749.5,0,428,0.761
"Saithe",2009,3,21,4,0.05,0,0.05,0.0991196,0.14912,37537.6,34872.9,3456.59,13045.9,1.48218,1.2264,15999.5,15999.5,1,0.15,55637.4,8345.62,504,0.997
"Saithe",2009,3,21,5,0.05,0,0.05,0.145408,0.195408,29159.9,26487.7,3851.52,16674.9,1.84907,1.5204,25352.6,25352.6,1,0.7,53918.7,37743.1,581,1.505
"Saithe",2009,3,21,6,0.05,0,0.05,0.131812,0.181812,10306.9,9424.26,1242.23,4970.06,2.36655,2.0535,10206,10206,1,0.9,24391.8,21952.7,689,2.011
"Saithe",2009,3,21,7,0.05,0,0.05,0.138895,0.188895,17228.4,15699,2180.51,10603.6,2.60873,2.321,24611.1,24611.1,1,1,44944.3,44944.3,744,2.682
"Saithe",2009,3,21,8,0.05,0,0.05,0.135372,0.185372,5335.67,4870.32,659.306,3599.72,3.2429,2.9711,10695.1,10695.1,1,1,17303.1,17303.1,813,3.346
"Saithe",2009,3,21,9,0.05,0,0.05,0.135372,0.185372,3870.03,3532.5,478.202,2225.52,3.77844,3.5009,7791.34,7791.34,1,1,14622.7,14622.7,898,4.131
"Saithe",2009,3,21,10,0.05,0,0.05,0.135372,0.185372,6307.61,5757.49,779.403,3191.4,4.52003,4.4422,14176.8,14176.8,1,1,28510.6,28510.6,1019,6.373
"Saithe",2009,4,21,0,0.05,0,0.05,0,0.05,135815,132476,0,0,0.02,0,0,0,1,0,2716.31,0,173,0
"Saithe",2009,4,21,1,0.05,0,0.05,0,0.05,71731.5,69967.8,0,0,0.183,0,0,0,1,0,13126.9,0,308,0
"Saithe",2009,4,21,2,0.05,0,0.05,0,0.05,132338,129084,0,0,0.667,0,0,0,1,0,88269.4,0,401,0
"Saithe",2009,4,21,3,0.05,0,0.05,0.033378,0.083378,47302.6,45384.3,1514.84,0,1.14934,0.7415,0,0,1,0,54367,0,435,1.012
"Saithe",2009,4,21,4,0.05,0,0.05,0.0567046,0.106705,32337.4,30671.9,1739.23,0,1.64687,1.2264,0,0,1,0.15,53255.3,7988.3,516,1.306
"Saithe",2009,4,21,5,0.05,0,0.05,0.0831854,0.133185,23984,22455.4,1867.96,0,1.98227,1.5204,0,0,1,0.7,47542.6,33279.8,654,1.897
"Saithe",2009,4,21,6,0.05,0,0.05,0.0754071,0.125407,8593.48,8076.48,609.023,0,2.53825,2.0535,0,0,1,0.9,21812.5,19631.2,756,2.535
"Saithe",2009,4,21,7,0.05,0,0.05,0.0794591,0.129459,14263,13378.3,1063.03,0,2.73661,2.321,0,0,1,1,39032.1,39032.1,811,3.302
"Saithe",2009,4,21,8,0.05,0,0.05,0.077444,0.127444,4432.85,4162.01,322.322,0,3.37553,2.9711,0,0,1,1,14963.2,14963.2,847,4.085
"Saithe",2009,4,21,9,0.05,0,0.05,0.077444,0.127444,3215.2,3018.75,233.784,0,3.92376,3.5009,0,0,1,1,12615.7,12615.7,950,5.032
"Saithe",2009,4,21,10,0.05,0,0.05,0.077444,0.127444,5240.33,4920.15,381.036,0,4.79577,4.4422,0,0,1,1,25131.4,25131.4,1036,7.745
"Saithe",2010,1,21,1,0.05,0,0.05,0,0.05,129192,126015,0,0,0.026,0,0,0,1,0,3358.98,0,281,0
"Saithe",2010,1,21,2,0.05,0,0.05,0,0.05,68233.1,66555.4,0,0,0.2,0,0,0,1,0,13646.6,0,333,0
"Saithe",2010,1,21,3,0.05,0,0.05,0.0139337,0.0639337,125884,121944,1699.13,0,0.741,0.9809,0,0,1,0,93279.8,0,412,0.355
"Saithe",2010,1,21,4,0.05,0,0.05,0.12422,0.17422,43518.6,39938.6,4961.19,0,1.325,1.429,0,0,1,0.15,57662.1,8649.32,441,0.534
"Saithe",2010,1,21,5,0.05,0,0.05,0.182231,0.232231,29064.5,25936.5,4726.42,0,1.858,1.9354,0,0,1,0.7,54001.9,37801.3,550,0.8
"Saithe",2010,1,21,6,0.05,0,0.05,0.165191,0.215191,20993.2,18888.1,3120.15,0,2.527,2.5538,0,0,1,0.9,53049.9,47744.9,646,1.133
"Saithe",2010,1,21,7,0.05,0,0.05,0.174068,0.224068,7580.64,6791.38,1182.16,0,3.205,3.0664,0,0,1,1,24295.9,24295.9,742,1.552
"Saithe",2010,1,21,8,0.05,0,0.05,0.169653,0.219653,12531,11250.2,1908.64,0,3.281,3.4775,0,0,1,1,41114.3,41114.3,809,1.997
"Saithe",2010,1,21,9,0.05,0,0.05,0.169653,0.219653,3902.43,3503.57,594.392,0,3.778,3.9273,0,0,1,1,14743.4,14743.4,878,2.496
"Saithe",2010,1,21,10,0.05,0,0.05,0.169653,0.219653,7443.76,6682.95,1133.79,0,4.823,4.9375,0,0,1,1,35901.3,35901.3,1010,4.071
"Saithe",2010,2,21,1,0.05,0,0.05,0,0.05,122891,119869,0,0,0.036,0,0,0,1,0,4424.07,0,283,0
"Saithe",2010,2,21,2,0.05,0,0.05,0,0.05,64905.4,63309.4,0,0,0.231,0,0,0,1,0,14993.1,0,404,0
"Saithe",2010,2,21,3,0.05,0,0.05,0.0395,0.0895,118087,112957,4461.81,0,0.901721,0.9809,0,0,1,0,106482,0,424,1.26
"Saithe",2010,2,21,4,0.05,0,0.05,0.0942512,0.144251,36560.5,34045.9,3208.86,0,1.48321,1.429,0,0,1,0.15,54226.8,8134.02,483,1.733
"Saithe",2010,2,21,5,0.05,0,0.05,0.138266,0.188266,23041.3,21002.3,2903.9,0,2.04955,1.9354,0,0,1,0.7,47224.2,33056.9,561,2.558
"Saithe",2010,2,21,6,0.05,0,0.05,0.125337,0.175337,16928.7,15527.6,1946.19,0,2.71997,2.5538,0,0,1,0.9,46045.5,41440.9,647,3.526
"Saithe",2010,2,21,7,0.05,0,0.05,0.132073,0.182073,6058.91,5539.33,731.594,0,3.40807,3.0664,0,0,1,1,20649.2,20649.2,743,4.769
"Saithe",2010,2,21,8,0.05,0,0.05,0.128723,0.178723,10059.9,9212.15,1185.82,0,3.42747,3.4775,0,0,1,1,34479.9,34479.9,789,6.024
"Saithe",2010,2,21,9,0.05,0,0.05,0.128723,0.178723,3132.86,2868.86,369.288,0,3.92769,3.9273,0,0,1,1,12304.9,12304.9,867,7.489
"Saithe",2010,2,21,10,0.05,0,0.05,0.128723,0.178723,5975.83,5472.26,704.406,0,4.59568,4.9375,0,0,1,1,27463,27463,1017,11.457
"Saithe",2010,3,21,0,0.05,0,0.05,0,0.05,105959,103353,0,0,0.005,0,0,0,1,0,529.794,0,129,0
"Saithe",2010,3,21,1,0.05,0,0.05,0,0.05,116897,114023,0,0,0.111,0,0,0,1,0,12975.6,0,296,0
"Saithe",2010,3,21,2,0.05,0,0.05,0,0.05,61739.9,60221.8,0,0,0.463,0,0,0,1,0,28585.6,0,384,0
"Saithe",2010,3,21,3,0.05,0,0.05,0.0568851,0.106885,107978,102407,5825.46,7355.1,1.01852,0.9809,7214.62,7214.62,1,0,109978,0,428,0.761
"Saithe",2010,3,21,4,0.05,0,0.05,0.0949027,0.144903,31649.3,29463.1,2796.13,8298.58,1.60187,1.429,11858.7,11858.7,1,0.15,50698,7604.69,504,0.997
"Saithe",2010,3,21,5,0.05,0,0.05,0.139222,0.189222,19087.3,17390.1,2421.09,7842.33,2.26025,1.9354,15178,15178,1,0.7,43141.9,30199.4,581,1.505
"Saithe",2010,3,21,6,0.05,0,0.05,0.126204,0.176204,14206.1,13024.9,1643.79,6159.41,2.91294,2.5538,15729.9,15729.9,1,0.9,41381.5,37243.4,689,2.011
"Saithe",2010,3,21,7,0.05,0,0.05,0.132985,0.182985,5050.35,4615.22,613.757,3280.9,3.60231,3.0664,10060.6,10060.6,1,1,18192.9,18192.9,744,2.682
"Saithe",2010,3,21,8,0.05,0,0.05,0.129613,0.179613,8413.44,7701.14,998.166,4051.68,3.58127,3.4775,14089.7,14089.7,1,1,30130.8,30130.8,813,3.346
"Saithe",2010,3,21,9,0.05,0,0.05,0.129613,0.179613,2620.13,2398.3,310.85,2153.5,4.07739,3.9273,8457.43,8457.43,1,1,10683.3,10683.3,898,4.131
"Saithe",2010,3,21,10,0.05,0,0.05,0.129613,0.179613,4997.81,4574.68,592.938,3919.18,4.90772,4.9375,19350.9,19350.9,1,1,24527.9,24527.9,1019,6.373
"Saithe",2010,4,21,0,0.05,0,0.05,0,0.05,100791,98312.8,0,0,0.02,0,0,0,1,0,2015.82,0,173,0
"Saithe",2010,4,21,1,0.05,0,0.05,0,0.05,111196,108462,0,0,0.183,0,0,0,1,0,20348.9,0,308,0
"Saithe",2010,4,21,2,0.05,0,0.05,0,0.05,58728.8,57284.8,0,0,0.667,0,0,0,1,0,39172.1,0,401,0
"Saithe",2010,4,21,3,0.05,0,0.05,0.0319579,0.0819579,97031.9,93162.1,2977.27,0,1.14934,0.9809,0,0,1,0,111523,0,435,1.012
"Saithe",2010,4,21,4,0.05,0,0.05,0.0542922,0.104292,27380,26000.6,1411.63,0,1.77985,1.429,0,0,1,0.15,48732.4,7309.85,516,1.306
"Saithe",2010,4,21,5,0.05,0,0.05,0.0796464,0.129646,15796.7,14815.5,1180,0,2.42306,1.9354,0,0,1,0.7,38276.3,26793.4,654,1.897
"Saithe",2010,4,21,6,0.05,0,0.05,0.072199,0.122199,11911.1,11212.1,809.499,0,3.12429,2.5538,0,0,1,0.9,37213.6,33492.2,756,2.535
"Saithe",2010,4,21,7,0.05,0,0.05,0.0760786,0.126079,4205.83,3951.5,300.624,0,3.7789,3.0664,0,0,1,1,15893.4,15893.4,811,3.302
"Saithe",2010,4,21,8,0.05,0,0.05,0.0741492,0.124149,7030.22,6611.33,490.225,0,3.72774,3.4775,0,0,1,1,26206.9,26206.9,847,4.085
"Saithe",2010,4,21,9,0.05,0,0.05,0.0741492,0.124149,2189.36,2058.91,152.667,0,4.23421,3.9273,0,0,1,1,9270.22,9270.22,950,5.032
"Saithe",2010,4,21,10,0.05,0,0.05,0.0741492,0.124149,4176.14,3927.31,291.207,0,5.20712,4.9375,0,0,1,1,21745.7,21745.7,1036,7.745
"Saithe",2011,1,21,1,0.05,0,0.05,0,0.05,95875.4,93518,0,0,0.026,0,0,0,0,0,2492.76,0,281,0
"Saithe",2011,1,21,2,0.05,0,0.05,0,0.05,105773,103172,0,0,0.2,0,0,0,0,0,21154.6,0,333,0
"Saithe",2011,1,21,3,0.05,0,0.05,0.0153616,0.0653616,55864.6,54078,830.726,0,0.741,1.014,0,0,1,0,41395.6,0,412,0.355
"Saithe",2011,1,21,4,0.05,0,0.05,0.136951,0.186951,89396.5,81537.4,11166.6,0,1.325,1.261,0,0,1,0.15,118450,17767.6,441,0.534
"Saithe",2011,1,21,5,0.05,0,0.05,0.200907,0.250907,24668.4,21817,4383.18,0,1.858,1.77,0,0,1,0.7,45833.8,32083.7,550,0.8
"Saithe",2011,1,21,6,0.05,0,0.05,0.182121,0.232121,13875.9,12383.2,2255.23,0,2.527,2.436,0,0,1,0.9,35064.4,31558,646,1.133
"Saithe",2011,1,21,7,0.05,0,0.05,0.191907,0.241907,10541,9362.87,1796.8,0,3.205,2.881,0,0,1,1,33783.8,33783.8,742,1.552
"Saithe",2011,1,21,8,0.05,0,0.05,0.18704,0.23704,3707.63,3300.96,617.411,0,3.281,3.374,0,0,1,1,12164.7,12164.7,809,1.997
"Saithe",2011,1,21,9,0.05,0,0.05,0.18704,0.23704,6209.43,5528.35,1034.02,0,3.778,3.645,0,0,1,1,23459.2,23459.2,878,2.496
"Saithe",2011,1,21,10,0.05,0,0.05,0.18704,0.23704,5622.32,5005.63,936.254,0,4.823,3.979,0,0,1,1,27116.4,27116.4,1010,4.071
"Saithe",2011,2,21,1,0.05,0,0.05,0,0.05,91199.5,88957.1,0,0,0.036,0,0,0,0,0,3283.18,0,283,0
"Saithe",2011,2,21,2,0.05,0,0.05,0,0.05,100615,98140.6,0,0,0.231,0,0,0,0,0,23242,0,404,0
"Saithe",2011,2,21,3,0.05,0,0.05,0.0435481,0.0935481,52329.9,49956.8,2175.53,0,0.901721,1.014,0,0,1,0,47187,0,424,1.26
"Saithe",2011,2,21,4,0.05,0,0.05,0.10391,0.15391,74153,68728.4,7141.59,0,1.48321,1.261,0,0,1,0.15,109984,16497.7,483,1.733
"Saithe",2011,2,21,5,0.05,0,0.05,0.152436,0.202436,19194.3,17376.2,2648.77,0,2.04955,1.77,0,0,1,0.7,39339.7,27537.8,561,2.558
"Saithe",2011,2,21,6,0.05,0,0.05,0.138182,0.188182,11001.5,10028.4,1385.74,0,2.71997,2.436,0,0,1,0.9,29923.8,26931.4,647,3.526
"Saithe",2011,2,21,7,0.05,0,0.05,0.145608,0.195608,8276.01,7516.88,1094.52,0,3.40807,2.881,0,0,1,1,28205.2,28205.2,743,4.769
"Saithe",2011,2,21,8,0.05,0,0.05,0.141915,0.191915,2925.17,2661.6,377.722,0,3.42747,3.374,0,0,1,1,10025.9,10025.9,789,6.024
"Saithe",2011,2,21,9,0.05,0,0.05,0.141915,0.191915,4898.99,4457.58,632.597,0,3.92769,3.645,0,0,1,1,19241.7,19241.7,867,7.489
"Saithe",2011,2,21,10,0.05,0,0.05,0.141915,0.191915,4435.78,4036.11,572.784,0,4.59568,3.979,0,0,1,1,20385.4,20385.4,1017,11.457
"Saithe",2011,3,21,0,0.05,0,0.05,0,0.05,201438,196485,0,0,0.005,0,0,0,0,0,1007.19,0,129,0
"Saithe",2011,3,21,1,0.05,0,0.05,0,0.05,86751.7,84618.6,0,0,0.111,0,0,0,0,0,9629.44,0,296,0
"Saithe",2011,3,21,2,0.05,0,0.05,0,0.05,95707.5,93354.2,0,0,0.463,0,0,0,0,0,44312.6,0,384,0
"Saithe",2011,3,21,3,0.05,0,0.05,0.0627149,0.112715,47656.6,45068.9,2826.49,9584.08,1.01852,1.014,9718.25,9718.25,1,0,48539.4,0,428,0.761
"Saithe",2011,3,21,4,0.05,0,0.05,0.104629,0.154629,63575,58903.6,6163,20746.7,1.60187,1.261,26161.6,26161.6,1,0.15,101839,15275.8,504,0.997
"Saithe",2011,3,21,5,0.05,0,0.05,0.15349,0.20349,15676.8,14184.6,2177.2,5840.39,2.26025,1.77,10337.5,10337.5,1,0.7,35433.3,24803.3,581,1.505
"Saithe",2011,3,21,6,0.05,0,0.05,0.139138,0.189138,9114.35,8304.29,1155.44,4362.06,2.91294,2.436,10626,10626,1,0.9,26549.6,23894.6,689,2.011
"Saithe",2011,3,21,7,0.05,0,0.05,0.146614,0.196614,6805.65,6178.38,905.839,2465.57,3.60231,2.881,7103.3,7103.3,1,1,24516.1,24516.1,744,2.682
"Saithe",2011,3,21,8,0.05,0,0.05,0.142896,0.192896,2414.37,2195.78,313.769,1499.86,3.58127,3.374,5060.53,5060.53,1,1,8646.5,8646.5,813,3.346
"Saithe",2011,3,21,9,0.05,0,0.05,0.142896,0.192896,4043.51,3677.44,525.491,2607.85,4.07739,3.645,9505.6,9505.6,1,1,16487,16487,898,4.131
"Saithe",2011,3,21,10,0.05,0,0.05,0.142896,0.192896,3661.19,3329.73,475.805,4450.02,4.90772,3.979,17706.6,17706.6,1,1,17968.1,17968.1,1019,6.373
"Saithe",2011,4,21,0,0.05,0,0.05,0,0.05,191614,186902,0,0,0.02,0,0,0,0,0,3832.27,0,173,0
"Saithe",2011,4,21,1,0.05,0,0.05,0,0.05,82520.8,80491.7,0,0,0.183,0,0,0,0,0,15101.3,0,308,0
"Saithe",2011,4,21,2,0.05,0,0.05,0,0.05,91039.8,88801.3,0,0,0.667,0,0,0,0,0,60723.6,0,401,0
"Saithe",2011,4,21,3,0.05,0,0.05,0.0352331,0.0852331,42576.6,40812.6,1437.96,0,1.14934,1.014,0,0,1,0,48935.2,0,435,1.012
"Saithe",2011,4,21,4,0.05,0,0.05,0.0598562,0.109856,54466.8,51581.7,3087.48,0,1.77985,1.261,0,0,1,0.15,96942.8,14541.4,516,1.306
"Saithe",2011,4,21,5,0.05,0,0.05,0.0878088,0.137809,12790.3,11948.1,1049.15,0,2.42306,1.77,0,0,1,0.7,30991.8,21694.2,654,1.897
"Saithe",2011,4,21,6,0.05,0,0.05,0.0795982,0.129598,7543.7,7075.33,563.183,0,3.12429,2.436,0,0,1,0.9,23568.7,21211.8,756,2.535
"Saithe",2011,4,21,7,0.05,0,0.05,0.0838755,0.133875,5590.89,5232.81,438.904,0,3.7789,2.881,0,0,1,1,21127.4,21127.4,811,3.302
"Saithe",2011,4,21,8,0.05,0,0.05,0.0817483,0.131748,1990.81,1865.24,152.48,0,3.72774,3.374,0,0,1,1,7421.23,7421.23,847,4.085
"Saithe",2011,4,21,9,0.05,0,0.05,0.0817483,0.131748,3334.15,3123.85,255.369,0,4.23421,3.645,0,0,1,1,14117.5,14117.5,950,5.032
"Saithe",2011,4,21,10,0.05,0,0.05,0.0817483,0.131748,3018.9,2828.49,231.224,0,5.20712,3.979,0,0,1,1,15719.8,15719.8,1036,7.745
"Saithe",2012,1,21,1,0.05,0,0.05,0,0.05,182268,177787,0,0,0.026,0,0,0,0,0,4738.98,0,281,0
"Saithe",2012,1,21,2,0.05,0,0.05,0,0.05,78496.2,76566.1,0,0,0.2,0,0,0,0,0,15699.2,0,333,0
"Saithe",2012,1,21,3,0.05,0,0.05,0.0117391,0.0617391,86599.8,83980.6,985.861,0,0.741,0.9964,0,0,1,0,64170.4,0,412,0.355
"Saithe",2012,1,21,4,0.05,0,0.05,0.104656,0.154656,39098,36224.7,3791.13,0,1.325,1.3209,0,0,1,0.15,51804.9,7770.74,441,0.534
"Saithe",2012,1,21,5,0.05,0,0.05,0.15353,0.20353,48800.3,44154.6,6779.05,0,1.858,1.3906,0,0,1,0.7,90670.9,63469.6,550,0.8
"Saithe",2012,1,21,6,0.05,0,0.05,0.139174,0.189174,11143.8,10153.1,1413.05,0,2.527,2.2145,0,0,1,0.9,28160.3,25344.3,646,1.133
"Saithe",2012,1,21,7,0.05,0,0.05,0.146653,0.196653,6626.75,6015.86,882.242,0,3.205,3.158,0,0,1,1,21238.7,21238.7,742,1.552
"Saithe",2012,1,21,8,0.05,0,0.05,0.142933,0.192933,4890.35,4447.52,635.699,0,3.281,3.4954,0,0,1,1,16045.2,16045.2,809,1.997
"Saithe",2012,1,21,9,0.05,0,0.05,0.142933,0.192933,1745.07,1587.05,226.842,0,3.778,4.2807,0,0,1,1,6592.87,6592.87,878,2.496
"Saithe",2012,1,21,10,0.05,0,0.05,0.142933,0.192933,5568.84,5064.58,723.897,0,4.823,4.0708,0,0,1,1,26858.5,26858.5,1010,4.071
"Saithe",2012,2,21,1,0.05,0,0.05,0,0.05,173379,169116,0,0,0.036,0,0,0,0,0,6241.65,0,283,0
"Saithe",2012,2,21,2,0.05,0,0.05,0,0.05,74667.9,72831.9,0,0,0.231,0,0,0,0,0,17248.3,0,404,0
"Saithe",2012,2,21,3,0.05,0,0.05,0.0332789,0.0832789,81414.9,78117,2599.64,0,0.901721,0.9964,0,0,1,0,73413.5,0,424,1.26
"Saithe",2012,2,21,4,0.05,0,0.05,0.0794068,0.129407,33495.7,31418.9,2494.88,0,1.48321,1.3209,0,0,1,0.15,49681.1,7452.16,483,1.733
"Saithe",2012,2,21,5,0.05,0,0.05,0.11649,0.16649,39813.5,36675.7,4272.34,0,2.04955,1.3906,0,0,1,0.7,81599.6,57119.7,561,2.558
