# Auto generated file
# Datetime : 2014-10-22 16:54:15

# Number of fleets (res+con+sur)
 5 
# Fleet types (res=0, con=1, sur=2, ssb=3)
 # catch HERAS IBTS-Q1 IBTS0 LAI #   
 0 2 2 2 5 #   
# Sample times (only relevent for sur)
 # catch HERAS IBTS-Q1 IBTS0 LAI #   
 -99999 0.55 0.125 0.125 -99999 #   
# Number of years
 68 
# Years
 1947 1948 1949 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 
# Number of observations 
 1150 
# Index1 (index of first obs in each year) 
 1 8 16 23 30 38 46 55 64 73 82 91 100 108 117 126 135 144 153 162 171 180 189 198 207 216 234 252 268 285 301 319 328 338 358 376 396 415 436 457 478 499 520 548 573 598 624 648 672 695 719 743 769 795 821 846 871 897 922 947 973 998 1024 1049 1074 1099 1124 1149 
# Index2 (index of last obs in each year) 
 7 15 22 29 37 45 54 63 72 81 90 99 107 116 125 134 143 152 161 170 179 188 197 206 215 233 251 267 284 300 318 327 337 357 375 395 414 435 456 477 498 519 547 572 597 623 647 671 694 718 742 768 794 820 845 870 896 921 946 972 997 1023 1048 1073 1098 1123 1148 1150 
# The observation matrix 
# year fleet age data fleet.name 
1977 1 5 7000 #catch
1977 1 6 4100 #catch
1977 1 7 1500 #catch
1977 1 8 700 #catch
1977 5 1 1133 #LAI
1977 5 2 221 #LAI
1977 5 3 124 #LAI
1977 5 4 32 #LAI
1977 5 5 520 #LAI
1977 5 6 262 #LAI
1977 5 7 89 #LAI
1977 5 8 3 #LAI
1977 5 9 1 #LAI
1978 5 1 3047 #LAI
1978 5 2 50 #LAI
1978 5 4 162 #LAI
1978 5 5 1406 #LAI
1978 5 6 81 #LAI
1978 5 7 269 #LAI
1978 5 8 2 #LAI
1978 5 9 33 #LAI
1978 5 10 3 #LAI
1979 5 1 2882 #LAI
1979 5 2 2362 #LAI
1979 5 3 197 #LAI
1979 5 4 10 #LAI
1979 5 5 662 #LAI
1979 5 6 131 #LAI
1979 5 7 507 #LAI
1979 5 8 7 #LAI
1979 5 10 111 #LAI
1979 5 11 89 #LAI
1980 1 0 1262700 #catch
1980 1 1 245100 #catch
1980 1 2 134000 #catch
1980 1 3 91800 #catch
1980 1 4 32200 #catch
1980 1 5 21700 #catch
1980 1 6 2300 #catch
1980 1 7 1400 #catch
1980 1 8 500 #catch
1980 5 1 3534 #LAI
1980 5 2 720 #LAI
1980 5 3 21 #LAI
1980 5 4 1 #LAI
1980 5 5 317 #LAI
1980 5 6 188 #LAI
1980 5 7 9 #LAI
1980 5 8 13 #LAI
1980 5 9 247 #LAI
1980 5 10 129 #LAI
1980 5 11 40 #LAI
1981 1 0 9519700 #catch
1981 1 1 872000 #catch
1981 1 2 284300 #catch
1981 1 3 56900 #catch
1981 1 4 39500 #catch
1981 1 5 28500 #catch
1981 1 6 22700 #catch
1981 1 7 18700 #catch
1981 1 8 6600 #catch
1981 5 1 3667 #LAI
1981 5 2 277 #LAI
1981 5 3 3 #LAI
1981 5 4 12 #LAI
1981 5 5 903 #LAI
1981 5 6 235 #LAI
1981 5 7 119 #LAI
1981 5 9 1456 #LAI
1981 5 11 70 #LAI
1982 1 0 11956700 #catch
1982 1 1 1116400 #catch
1982 1 2 299400 #catch
1982 1 3 230100 #catch
1982 1 4 33700 #catch
1982 1 5 14400 #catch
1982 1 6 6800 #catch
1982 1 7 7800 #catch
1982 1 8 4700 #catch
1982 5 1 2353 #LAI
1982 5 2 1116 #LAI
1982 5 3 340 #LAI
1982 5 4 257 #LAI
1982 5 5 86 #LAI
1982 5 6 64 #LAI
1982 5 7 1077 #LAI
1982 5 8 23 #LAI
1982 5 9 710 #LAI
1982 5 10 275 #LAI
1982 5 11 54 #LAI
1983 1 0 13296900 #catch
1983 1 1 2448600 #catch
1983 1 2 573800 #catch
1983 1 3 216400 #catch
1983 1 4 105100 #catch
1983 1 5 26200 #catch
1983 1 6 22800 #catch
1983 1 7 12800 #catch
1983 1 8 23100 #catch
1983 5 1 2579 #LAI
1983 5 2 812 #LAI
1983 5 3 3647 #LAI
1983 5 4 768 #LAI
1983 5 5 1459 #LAI
1983 5 6 281 #LAI
1983 5 7 63 #LAI
1983 5 9 71 #LAI
1983 5 10 243 #LAI
1983 5 11 58 #LAI
1984 1 0 6973300 #catch
1984 1 1 1818400 #catch
1984 1 2 1146200 #catch
1984 1 3 441400 #catch
1984 1 4 201500 #catch
1984 1 5 81100 #catch
1984 1 6 22600 #catch
1984 1 7 25200 #catch
1984 1 8 29700 #catch
1984 3 1 1515.627 #IBTS-Q1
1984 5 1 1795 #LAI
1984 5 2 1912 #LAI
1984 5 3 2327 #LAI
1984 5 4 1853 #LAI
1984 5 5 688 #LAI
1984 5 6 2404 #LAI
1984 5 7 824 #LAI
1984 5 8 433 #LAI
1984 5 9 523 #LAI
1984 5 10 185 #LAI
1984 5 11 39 #LAI
1985 1 0 4211000 #catch
1985 1 1 3253000 #catch
1985 1 2 1326300 #catch
1985 1 3 1182400 #catch
1985 1 4 368500 #catch
1985 1 5 124500 #catch
1985 1 6 43600 #catch
1985 1 7 20200 #catch
1985 1 8 29200 #catch
1985 3 1 2097.28 #IBTS-Q1
1985 5 1 5632 #LAI
1985 5 2 3432 #LAI
1985 5 3 2521 #LAI
1985 5 4 1812 #LAI
1985 5 5 130 #LAI
1985 5 6 13039 #LAI
1985 5 7 1794 #LAI
1985 5 8 215 #LAI
1985 5 9 1851 #LAI
1985 5 10 407 #LAI
1985 5 11 38 #LAI
1986 1 0 3724700 #catch
1986 1 1 4801400 #catch
1986 1 2 1266700 #catch
1986 1 3 840800 #catch
1986 1 4 465900 #catch
1986 1 5 129800 #catch
1986 1 6 62100 #catch
1986 1 7 20500 #catch
1986 1 8 28400 #catch
1986 3 1 2662.812 #IBTS-Q1
1986 5 1 3529 #LAI
1986 5 2 1842 #LAI
1986 5 3 3278 #LAI
1986 5 4 341 #LAI
1986 5 5 1611 #LAI
1986 5 6 6112 #LAI
1986 5 7 188 #LAI
1986 5 8 36 #LAI
1986 5 9 780 #LAI
1986 5 10 123 #LAI
1986 5 11 18 #LAI
1987 1 0 8229200 #catch
1987 1 1 6836300 #catch
1987 1 2 2137200 #catch
1987 1 3 667900 #catch
1987 1 4 467100 #catch
1987 1 5 245800 #catch
1987 1 6 74700 #catch
1987 1 7 23800 #catch
1987 1 8 16200 #catch
1987 3 1 3692.965 #IBTS-Q1
1987 5 1 7409 #LAI
1987 5 2 1848 #LAI
1987 5 3 2551 #LAI
1987 5 4 670 #LAI
1987 5 5 799 #LAI
1987 5 6 4927 #LAI
1987 5 7 1992 #LAI
1987 5 8 113 #LAI
1987 5 9 934 #LAI
1987 5 10 297 #LAI
1987 5 11 146 #LAI
1988 1 0 3164800 #catch
1988 1 1 7867000 #catch
1988 1 2 2232500 #catch
1988 1 3 1090700 #catch
1988 1 4 383700 #catch
1988 1 5 255800 #catch
1988 1 6 128100 #catch
1988 1 7 38000 #catch
1988 1 8 23800 #catch
1988 3 1 4394.168 #IBTS-Q1
1988 5 1 7538 #LAI
1988 5 2 8832 #LAI
1988 5 3 6812 #LAI
1988 5 4 5248 #LAI
1988 5 5 5533 #LAI
1988 5 6 3808 #LAI
1988 5 7 1960 #LAI
1988 5 8 206 #LAI
1988 5 9 1679 #LAI
1988 5 10 162 #LAI
1988 5 11 112 #LAI
1989 1 0 3057800 #catch
1989 1 1 3145900 #catch
1989 1 2 1593700 #catch
1989 1 3 1363800 #catch
1989 1 4 809300 #catch
1989 1 5 211800 #catch
1989 1 6 123700 #catch
1989 1 7 61000 #catch
1989 1 8 28200 #catch
1989 2 2 4090000 #HERAS
1989 2 3 3903000 #HERAS
1989 2 4 1633000 #HERAS
1989 2 5 492000 #HERAS
1989 2 6 283000 #HERAS
1989 2 7 120000 #HERAS
1989 2 8 66000 #HERAS
1989 3 1 2331.566 #IBTS-Q1
1989 5 1 11477 #LAI
1989 5 2 5725 #LAI
1989 5 3 5879 #LAI
1989 5 4 692 #LAI
1989 5 5 1442 #LAI
1989 5 6 5010 #LAI
1989 5 7 2364 #LAI
1989 5 8 2 #LAI
1989 5 9 1514 #LAI
1989 5 10 2120 #LAI
1989 5 11 512 #LAI
1990 1 0 1302800 #catch
1990 1 1 3020000 #catch
1990 1 2 899300 #catch
1990 1 3 779100 #catch
1990 1 4 861000 #catch
1990 1 5 387500 #catch
1990 1 6 80200 #catch
1990 1 7 54400 #catch
1990 1 8 40700 #catch
1990 2 2 3306000 #HERAS
1990 2 3 3521000 #HERAS
1990 2 4 3414000 #HERAS
1990 2 5 1366000 #HERAS
1990 2 6 392000 #HERAS
1990 2 7 210000 #HERAS
1990 2 8 176000 #HERAS
1990 3 1 1061.572 #IBTS-Q1
1990 5 2 10144 #LAI
1990 5 3 4590 #LAI
1990 5 4 2045 #LAI
1990 5 5 19965 #LAI
1990 5 6 1239 #LAI
1990 5 7 975 #LAI
1990 5 9 2552 #LAI
1990 5 10 1204 #LAI
1991 1 0 2386600 #catch
1991 1 1 2138900 #catch
1991 1 2 1132800 #catch
1991 1 3 556700 #catch
1991 1 4 548900 #catch
1991 1 5 501200 #catch
1991 1 6 205300 #catch
1991 1 7 39300 #catch
1991 1 8 38600 #catch
1991 2 2 2634000 #HERAS
1991 2 3 1700000 #HERAS
1991 2 4 1959000 #HERAS
1991 2 5 1849000 #HERAS
1991 2 6 644000 #HERAS
1991 2 7 228000 #HERAS
1991 2 8 145000 #HERAS
1991 3 1 1286.747 #IBTS-Q1
1991 5 1 1021 #LAI
1991 5 2 2397 #LAI
1991 5 4 2032 #LAI
1991 5 5 4823 #LAI
1991 5 6 2110 #LAI
1991 5 7 1249 #LAI
1991 5 9 4400 #LAI
1991 5 10 873 #LAI
1992 1 0 10331300 #catch
1992 1 1 2303100 #catch
1992 1 2 1284900 #catch
1992 1 3 442700 #catch
1992 1 4 361500 #catch
1992 1 5 360500 #catch
1992 1 6 375600 #catch
1992 1 7 152400 #catch
1992 1 8 62500 #catch
1992 2 2 3734000 #HERAS
1992 2 3 1378000 #HERAS
1992 2 4 1147000 #HERAS
1992 2 5 1134000 #HERAS
1992 2 6 1246000 #HERAS
1992 2 7 395000 #HERAS
1992 2 8 218000 #HERAS
1992 3 1 1268.145 #IBTS-Q1
1992 4 0 200.7 #IBTS0
1992 5 1 189 #LAI
1992 5 2 4917 #LAI
1992 5 4 822 #LAI
1992 5 5 10 #LAI
1992 5 6 165 #LAI
1992 5 7 163 #LAI
1992 5 9 176 #LAI
1992 5 10 1616 #LAI
1993 1 0 10265400 #catch
1993 1 1 3826800 #catch
1993 1 2 1176300 #catch
1993 1 3 609000 #catch
1993 1 4 305500 #catch
1993 1 5 215600 #catch
1993 1 6 226000 #catch
1993 1 7 188000 #catch
1993 1 8 129000 #catch
1993 2 2 2984000 #HERAS
1993 2 3 1637000 #HERAS
1993 2 4 902000 #HERAS
1993 2 5 741000 #HERAS
1993 2 6 777000 #HERAS
1993 2 7 551000 #HERAS
1993 2 8 296000 #HERAS
1993 3 1 2794.007 #IBTS-Q1
1993 4 0 190.1 #IBTS0
1993 5 2 66 #LAI
1993 5 4 174 #LAI
1993 5 6 685 #LAI
1993 5 7 85 #LAI
1993 5 9 1358 #LAI
1993 5 10 1103 #LAI
1994 1 0 4498900 #catch
1994 1 1 1785200 #catch
1994 1 2 1783200 #catch
1994 1 3 489100 #catch
1994 1 4 347600 #catch
1994 1 5 109000 #catch
1994 1 6 91800 #catch
1994 1 7 76400 #catch
1994 1 8 116600 #catch
1994 2 2 3185000 #HERAS
1994 2 3 839000 #HERAS
1994 2 4 399000 #HERAS
1994 2 5 381000 #HERAS
1994 2 6 321000 #HERAS
1994 2 7 326000 #HERAS
1994 2 8 350000 #HERAS
1994 3 1 1752.053 #IBTS-Q1
1994 4 0 101.7 #IBTS0
1994 5 1 26 #LAI
1994 5 2 1179 #LAI
1994 5 6 1464 #LAI
1994 5 7 44 #LAI
1994 5 9 537 #LAI
1994 5 10 595 #LAI
1995 1 0 7438469 #catch
1995 1 1 1664874 #catch
1995 1 2 1444061 #catch
1995 1 3 816703 #catch
1995 1 4 231794 #catch
1995 1 5 118536 #catch
1995 1 6 55128 #catch
1995 1 7 41409 #catch
1995 1 8 98200 #catch
1995 2 2 3849000 #HERAS
1995 2 3 2041000 #HERAS
1995 2 4 672000 #HERAS
1995 2 5 299000 #HERAS
1995 2 6 203000 #HERAS
1995 2 7 138000 #HERAS
1995 2 8 212000 #HERAS
1995 3 1 1345.754 #IBTS-Q1
1995 4 0 127 #IBTS0
1995 5 2 8688 #LAI
1995 5 7 43 #LAI
1995 5 9 74 #LAI
1995 5 10 230 #LAI
1995 5 11 164 #LAI
1996 1 0 2311226 #catch
1996 1 1 1606393 #catch
1996 1 2 642084 #catch
1996 1 3 525601 #catch
1996 1 4 172099 #catch
1996 1 5 57586 #catch
1996 1 6 22534 #catch
1996 1 7 9264 #catch
1996 1 8 21143 #catch
1996 2 2 4497000 #HERAS
1996 2 3 2824000 #HERAS
1996 2 4 1087000 #HERAS
1996 2 5 311000 #HERAS
1996 2 6 99000 #HERAS
1996 2 7 83000 #HERAS
1996 2 8 339000 #HERAS
1996 3 1 1890.872 #IBTS-Q1
1996 4 0 106.5 #IBTS0
1996 5 2 809 #LAI
1996 5 4 184 #LAI
1996 5 6 564 #LAI
1996 5 9 337 #LAI
1996 5 10 675 #LAI
1996 5 11 691 #LAI
1997 1 0 431175 #catch
1997 1 1 479702 #catch
1997 1 2 687920 #catch
1997 1 3 446909 #catch
1997 1 4 284920 #catch
1997 1 5 109178 #catch
1997 1 6 31389 #catch
1997 1 7 11832 #catch
1997 1 8 24467 #catch
1997 2 1 9361000 #HERAS
1997 2 2 5960000 #HERAS
1997 2 3 2935000 #HERAS
1997 2 4 1441000 #HERAS
1997 2 5 601000 #HERAS
1997 2 6 215000 #HERAS
1997 2 7 46000 #HERAS
1997 2 8 237000 #HERAS
1997 3 1 4402.996 #IBTS-Q1
1997 4 0 148.1 #IBTS0
1997 5 2 3611 #LAI
1997 5 4 23 #LAI
1997 5 9 9374 #LAI
1997 5 10 918 #LAI
1997 5 11 355 #LAI
1998 1 0 259526 #catch
1998 1 1 977680 #catch
1998 1 2 1220105 #catch
1998 1 3 537932 #catch
1998 1 4 276333 #catch
1998 1 5 175817 #catch
1998 1 6 88927 #catch
1998 1 7 15232 #catch
1998 1 8 20550 #catch
1998 2 1 4449000 #HERAS
1998 2 2 5747000 #HERAS
1998 2 3 2520000 #HERAS
1998 2 4 1625000 #HERAS
1998 2 5 982000 #HERAS
1998 2 6 445000 #HERAS
1998 2 7 170000 #HERAS
1998 2 8 166000 #HERAS
1998 3 1 2275.845 #IBTS-Q1
1998 4 0 53.1 #IBTS0
1998 5 2 8528 #LAI
1998 5 4 1490 #LAI
1998 5 5 205 #LAI
1998 5 6 66 #LAI
1998 5 9 1522 #LAI
1998 5 10 953 #LAI
1998 5 11 170 #LAI
1999 1 0 1566349 #catch
1999 1 1 303520 #catch
1999 1 2 616354 #catch
1999 1 3 1058716 #catch
1999 1 4 294066 #catch
1999 1 5 135648 #catch
1999 1 6 69299 #catch
1999 1 7 27998 #catch
1999 1 8 12228 #catch
1999 2 1 5087000 #HERAS
1999 2 2 3078000 #HERAS
1999 2 3 4725000 #HERAS
1999 2 4 1116000 #HERAS
1999 2 5 506000 #HERAS
1999 2 6 314000 #HERAS
1999 2 7 139000 #HERAS
1999 2 8 141000 #HERAS
1999 3 1 752.862 #IBTS-Q1
1999 4 0 244 #IBTS0
1999 5 2 4064 #LAI
1999 5 4 185 #LAI
1999 5 6 134 #LAI
1999 5 7 181 #LAI
1999 5 9 804 #LAI
1999 5 10 1260 #LAI
1999 5 11 344 #LAI
2000 1 0 1105085 #catch
2000 1 1 1171677 #catch
2000 1 2 622853 #catch
2000 1 3 463170 #catch
2000 1 4 646814 #catch
2000 1 5 213466 #catch
2000 1 6 82481 #catch
2000 1 7 35706 #catch
2000 1 8 17087 #catch
2000 2 1 24736000 #HERAS
2000 2 2 2923000 #HERAS
2000 2 3 2156000 #HERAS
2000 2 4 3140000 #HERAS
2000 2 5 1007000 #HERAS
2000 2 6 483000 #HERAS
2000 2 7 266000 #HERAS
2000 2 8 217000 #HERAS
2000 3 1 3303.932 #IBTS-Q1
2000 4 0 137.1 #IBTS0
2000 5 2 3972 #LAI
2000 5 3 28 #LAI
2000 5 4 155 #LAI
2000 5 6 376 #LAI
2000 5 9 7346 #LAI
2000 5 10 338 #LAI
2000 5 11 106 #LAI
2001 1 0 1832691 #catch
2001 1 1 614469 #catch
2001 1 2 842635 #catch
2001 1 3 485628 #catch
2001 1 4 278884 #catch
2001 1 5 321743 #catch
2001 1 6 90918 #catch
2001 1 7 38252 #catch
2001 1 8 20602 #catch
2001 2 1 6837000 #HERAS
2001 2 2 12290000 #HERAS
2001 2 3 3083000 #HERAS
2001 2 4 1462000 #HERAS
2001 2 5 1676000 #HERAS
2001 2 6 450000 #HERAS
2001 2 7 170000 #HERAS
2001 2 8 157000 #HERAS
2001 3 1 2499.391 #IBTS-Q1
2001 4 0 214.8 #IBTS0
2001 5 2 11918 #LAI
2001 5 4 164 #LAI
2001 5 6 1604 #LAI
2001 5 9 971 #LAI
2001 5 10 5531 #LAI
2001 5 11 909 #LAI
2002 1 0 730279 #catch
