"a). Catch(2011) = Zero"
"Age","N(2011)","N(2012)","N(2013)","F(2011)","F(2012)","F(2013)","","Year","SSB","F.bar","Yield"
"Age","N(2011)","N(2012)","N(2013)","F(2011)","F(2012)","F(2013)","","Year","SSB","F.bar","Yield"
"0","1754829.23582991","1754829.23582991","1754829.23582991","0.00596247884813720","0.00516498157299766","0.00516498157299766"," ","2011","95711.1974095847","0.381203423491287","61820"
"1","2920754.69920128","1292281.25566711","1293312.25750315","0.130728351496740","0.113243089618670","0.113243089618670"," ","2012","113367.884260631","0.330216459973061","61820"
"2","867951.241784258","1554437.41631674","699888.657150068","0.302326217772936","0.261889288600016","0.261889288600016"," ","2013","145284.64246848","0.330216459973061","63164.054981875"
"3","356035.201596540","525215.850681382","979438.727351564","0.341337568182419","0.295682767979097","0.295682767979097"," ","","","",""
"4","208575.871996261","207201.559866534","319937.784761503","0.36110278141241","0.312804331798341","0.312804331798341"," ","","","",""
"5","108515.780612053","119009.115152639","124075.184300960","0.417244536999248","0.361436979471775","0.361436979471775"," ","","","",""
"6","67084.8276436545","58536.5338070115","67881.4708575323","0.405128807371073","0.350941760643033","0.350941760643033"," ","","","",""
"7","37185.0599643034","36628.5904554180","33740.8513071629","0.36110278141241","0.312804331798341","0.312804331798341"," ","","","",""
"8","65129.2736523462","58378.4605314637","56891.547383529","0.36110278141241","0.312804331798341","0.312804331798341"," ","","","",""
""
"d). Catch(2011) = 2009 IMC +15% (71 093 t)"
"Age","N(2011)","N(2012)","N(2013)","F(2011)","F(2012)","F(2013)","","Year","SSB","F.bar","Yield"
"0","1754829.23582991","1754829.23582991","1754829.23582991","0.00596247884813720","0.00607224484595519","0.00607224484595519"," ","2011","95711.1974095847","0.381203423491287","61820"
"1","2920754.69920128","1292281.25566711","1292139.41491041","0.130728351496740","0.133134989459007","0.133134989459007"," ","2012","112752.137839378","0.3882211715147","71093"
"2","867951.241784258","1554437.41631674","686104.097154751","0.302326217772936","0.307891879271383","0.307891879271383"," ","2013","137530.790183575","0.3882211715147","69722.4372092284"
"3","356035.201596540","525215.850681382","935402.660691385","0.341337568182419","0.347621407457759","0.347621407457759"," ","","","",""
"4","208575.871996261","207201.559866534","303744.812036077","0.36110278141241","0.367750487530305","0.367750487530305"," ","","","",""
"5","108515.780612053","119009.115152639","117441.642559490","0.417244536999248","0.424925782351109","0.424925782351109"," ","","","",""
"6","67084.8276436545","58536.5338070115","63705.7168964619","0.405128807371073","0.412587008719626","0.412587008719626"," ","","","",""
"7","37185.0599643034","36628.5904554180","31723.7007772726","0.36110278141241","0.367750487530305","0.367750487530305"," ","","","",""
"8","65129.2736523462","58378.4605314637","53849.9040732111","0.36110278141241","0.367750487530305","0.367750487530305"," ","","","",""
""
"e). Catch(2011) = 2009 IMC (61 820 t)"
"Age","N(2011)","N(2012)","N(2013)","F(2011)","F(2012)","F(2013)","","Year","SSB","F.bar","Yield"
"0","1754829.23582991","1754829.23582991","1754829.23582991","0.00596247884813720","0.00516498157299766","0.00516498157299766"," ","2011","95711.1974095847","0.381203423491287","61820"
"1","2920754.69920128","1292281.25566711","1293312.25750315","0.130728351496740","0.113243089618670","0.113243089618670"," ","2012","113367.884260631","0.330216459973061","61820"
"2","867951.241784258","1554437.41631674","699888.657150068","0.302326217772936","0.261889288600016","0.261889288600016"," ","2013","145284.64246848","0.330216459973061","63164.054981875"
"3","356035.201596540","525215.850681382","979438.727351564","0.341337568182419","0.295682767979097","0.295682767979097"," ","","","",""
"4","208575.871996261","207201.559866534","319937.784761503","0.36110278141241","0.312804331798341","0.312804331798341"," ","","","",""
"5","108515.780612053","119009.115152639","124075.184300960","0.417244536999248","0.361436979471775","0.361436979471775"," ","","","",""
"6","67084.8276436545","58536.5338070115","67881.4708575323","0.405128807371073","0.350941760643033","0.350941760643033"," ","","","",""
"7","37185.0599643034","36628.5904554180","33740.8513071629","0.36110278141241","0.312804331798341","0.312804331798341"," ","","","",""
"8","65129.2736523462","58378.4605314637","56891.547383529","0.36110278141241","0.312804331798341","0.312804331798341"," ","","","",""
""
"f). Fbar(2011) = 0.25"
"Age","N(2011)","N(2012)","N(2013)","F(2011)","F(2012)","F(2013)","","Year","SSB","F.bar","Yield"
"0","1754829.23582991","1754829.23582991","1754829.23582991","0.00596247884813720","0.00391029990859557","0.00391029990859557"," ","2011","95711.1974095847","0.381203423491287","61820"
"1","2920754.69920128","1292281.25566711","1294935.97108781","0.130728351496740","0.085733983118155","0.085733983118155"," ","2012","114225.017635356","0.25","48270.8571574602"
"2","867951.241784258","1554437.41631674","719409.234577393","0.302326217772936","0.198270922519565","0.198270922519565"," ","2013","156755.204983151","0.25","52237.7058932657"
"3","356035.201596540","525215.850681382","1043773.76678881","0.341337568182419","0.223855261487585","0.223855261487585"," ","","","",""
"4","208575.871996261","207201.559866534","343763.548066925","0.36110278141241","0.236817640634767","0.236817640634767"," ","","","",""
"5","108515.780612053","119009.115152639","133870.698567318","0.417244536999248","0.273636404664126","0.273636404664126"," ","","","",""
"6","67084.8276436545","58536.5338070115","74110.9788122137","0.405128807371073","0.265690693213523","0.265690693213523"," ","","","",""
"7","37185.0599643034","36628.5904554180","36743.4645922851","0.36110278141241","0.236817640634767","0.236817640634767"," ","","","",""
"8","65129.2736523462","58378.4605314637","61383.0334705355","0.36110278141241","0.236817640634767","0.236817640634767"," ","","","",""
""
"g). Fbar(2011) = 0.167"
"Age","N(2011)","N(2012)","N(2013)","F(2011)","F(2012)","F(2013)","","Year","SSB","F.bar","Yield"
"0","1754829.23582991","1754829.23582991","1754829.23582991","0.00596247884813720","0.00261208033894184","0.00261208033894184"," ","2011","95711.1974095847","0.381203423491287","61820"
"1","2920754.69920128","1292281.25566711","1296618.17400504","0.130728351496740","0.0572703007229276","0.0572703007229276"," ","2012","115118.783404578","0.167","33307.4846018696"
"2","867951.241784258","1554437.41631674","740180.48127316","0.302326217772936","0.132444976243069","0.132444976243069"," ","2013","169606.645883092","0.167","38289.5074184219"
"3","356035.201596540","525215.850681382","1114792.97360566","0.341337568182419","0.149535314673707","0.149535314673707"," ","","","",""
"4","208575.871996261","207201.559866534","370285.380717489","0.36110278141241","0.158194183944024","0.158194183944024"," ","","","",""
"5","108515.780612053","119009.115152639","144820.906976566","0.417244536999248","0.182789118315636","0.182789118315636"," ","","","",""
"6","67084.8276436545","58536.5338070115","81159.0629990987","0.405128807371073","0.177481383066633","0.177481383066633"," ","","","",""
"7","37185.0599643034","36628.5904554180","40131.8260162963","0.36110278141241","0.158194183944024","0.158194183944024"," ","","","",""
"8","65129.2736523462","58378.4605314637","66403.975442809","0.36110278141241","0.158194183944024","0.158194183944024"," ","","","",""
""
"h). Fbar(2011) = 0.109"
"Age","N(2011)","N(2012)","N(2013)","F(2011)","F(2012)","F(2013)","","Year","SSB","F.bar","Yield"
"0","1754829.23582991","1754829.23582991","1754829.23582991","0.00596247884813720","0.00170489076014767","0.00170489076014767"," ","2011","95711.1974095847","0.381203423491287","61820"
"1","2920754.69920128","1292281.25566711","1297794.98621535","0.130728351496740","0.0373800166395156","0.0373800166395156"," ","2012","115747.531151437","0.109","22243.998368566"
"2","867951.241784258","1554437.41631674","755050.273279067","0.302326217772936","0.0864461222185304","0.0864461222185304"," ","2013","179225.512159141","0.109","26688.860899648"
"3","356035.201596540","525215.850681382","1167269.85851370","0.341337568182419","0.097600894008587","0.097600894008587"," ","","","",""
"4","208575.871996261","207201.559866534","390024.059498023","0.36110278141241","0.103252491316758","0.103252491316758"," ","","","",""
"5","108515.780612053","119009.115152639","153000.248772263","0.417244536999248","0.119305472433559","0.119305472433559"," ","","","",""
"6","67084.8276436545","58536.5338070115","86478.3951480117","0.405128807371073","0.115841142241096","0.115841142241096"," ","","","",""
"7","37185.0599643034","36628.5904554180","42683.3932016987","0.36110278141241","0.103252491316758","0.103252491316758"," ","","","",""
"8","65129.2736523462","58378.4605314637","70154.4063928633","0.36110278141241","0.103252491316758","0.103252491316758"," ","","","",""
""
