"Fbar","Yield","SSB","Recruits","Yield.Recruit","SSB.Recruit","Spawners","Landings"
"0.657","613450","1028050","34562843","0.0177","0.03","6414340","613450"
"0.667","614148","1014290","34562843","0.0178","0.029","6338160","614148"
"0.677","614799","1000812","34562843","0.0178","0.029","6263368","614799"
"0.687","615405","987608","34562843","0.0178","0.029","6189924","615405"
"0.697","615967","974669","34562843","0.0178","0.028","6117790","615967"
"0.707","616487","961987","34562843","0.0178","0.028","6046929","616487"
"0.717","616967","949555","34562843","0.0179","0.027","5977307","616967"
"0.727","617407","937365","34562843","0.0179","0.027","5908890","617407"
"0.737","617810","925410","34562843","0.0179","0.027","5841646","617810"
"0.747","618177","913684","34562843","0.0179","0.026","5775544","618177"
"0.758","618508","902180","34562843","0.0179","0.026","5710553","618508"
"0.768","618806","890891","34562843","0.0179","0.026","5646645","618806"
"0.778","619071","879812","34562843","0.0179","0.025","5583793","619071"
"0.788","619304","868937","34562843","0.0179","0.025","5521970","619304"
"0.798","619506","858260","34562843","0.0179","0.025","5461150","619506"
"0.808","619680","847776","34562843","0.0179","0.025","5401308","619680"
"0.818","619824","837479","34562843","0.0179","0.024","5342420","619824"
"0.828","619941","827366","34562843","0.0179","0.024","5284464","619941"
"0.838","620032","817430","34562843","0.0179","0.024","5227418","620032"
"0.848","620096","807668","34562843","0.0179","0.023","5171258","620096"
"0.859","620136","798075","34562843","0.0179","0.023","5115966","620136"
"0.869","620151","788647","34562843","0.0179","0.023","5061520","620151"
"0.879","620143","779379","34562843","0.0179","0.023","5007902","620143"
"0.889","620113","770268","34562843","0.0179","0.022","4955092","620113"
"0.899","620060","761310","34562843","0.0179","0.022","4903072","620060"
"0.909","619986","752500","34562843","0.0179","0.022","4851825","619986"
"0.919","619892","743836","34562843","0.0179","0.022","4801334","619892"
"0.929","619778","735314","34562843","0.0179","0.021","4751582","619778"
"0.939","619645","726931","34562843","0.0179","0.021","4702553","619645"
"0.949","619493","718683","34562843","0.0179","0.021","4654231","619493"
"0.96","619323","710567","34562843","0.0179","0.021","4606602","619323"
"0.97","619135","702580","34562843","0.0179","0.02","4559652","619135"
"0.98","618931","694719","34562843","0.0179","0.02","4513365","618931"
"0.99","618710","686981","34562843","0.0179","0.02","4467728","618710"
"1","618473","679364","34562843","0.0179","0.02","4422727","618473"
