"Year","Recruits Age 0 (Thousands) Mean","Recruits Age 0 (Thousands) Low","Recruits Age 0 (Thousands) High","Total biomass (tonnes) Mean","Total biomass (tonnes) Low","Total biomass (tonnes) High","Spawing biomass (tonnes) Mean","Spawing biomass (tonnes) Low","Spawing biomass (tonnes) High","Landings (tonnes) Mean","Landings (tonnes) Low","Landings (tonnes) High","Yield / SSB (ratio) Mean","Yield / SSB (ratio) Low","Yield / SSB (ratio) High","Mean F ages 3-6 Mean","Mean F ages 3-6 Low","Mean F ages 3-6 High","SoP (%)","WG Catch"
1977,1841332.40374894,1094079.57830546,3098956.50035542,544160.761693379,404256.638874655,732482.552150568,214057.51080955,154903.99238132,295800.109665256,58337.4772333242,48986.6572993932,69473.2287844996,0.272531793034013,0.316238829912175,0.234865459864499,0.286332945542625,0.207967388007269,0.394227943567046,1.00055421263439,56924
1978,2080252.83587638,1240166.24854288,3489412.70273739,538746.271647349,392319.877482434,739823.70476988,205869.962819191,147615.824874748,287113.130500313,38484.0827606562,32445.4455684513,45646.6107948638,0.186933937489733,0.219796526530819,0.158984755296011,0.198215590447636,0.141493655550924,0.277676197872806,1.00057936279449,41682
1979,1949337.24809833,1168720.82884904,3251345.9271242,541446.748571907,394812.244303298,742541.767052893,216641.674913996,157118.566508347,298714.635402739,23411.9065766815,19692.3382941744,27834.0419185979,0.108067418634829,0.125334253817344,0.0931793712787823,0.114234719993873,0.0813645829134657,0.160383926086824,1.00005183199285,21261
1980,2063677.20411966,1244277.00459819,3422681.27359505,629071.373104733,470950.371932456,840281.303603322,274580.566609705,202761.968284758,371837.421965756,33322.8957577487,28086.295732304,39535.8431124336,0.12135926503901,0.138518559323017,0.106325616457385,0.13273508224193,0.0969396751124265,0.181748103006726,1.00007149192271,31570
1981,2810857.06459711,1694085.4573506,4663824.60419194,789377.548038022,598480.965620558,1041164.12908875,320616.184566579,239046.076252534,430020.60279557,68459.6637195432,57535.7469669352,81457.6294505453,0.213525289785634,0.240688941098339,0.189427271439992,0.235463350933297,0.175526579043838,0.315866633616154,1.00011133622378,74037
1982,2388079.3939746,1410819.36005587,4042277.38390282,814231.497894706,613380.536720545,1080850.94402972,320936.961112687,236571.176653266,435389.190117656,107688.706831468,90833.5327656451,127671.546244429,0.335544732704243,0.383958578769622,0.293235452653127,0.31866974328035,0.235868790741565,0.430537694126861,0.999830077663272,114211
1983,3953057.94239646,2264867.46310101,6899594.50189992,847460.915695618,608361.648057804,1180531.35979968,272665.214197895,194531.775718434,382180.848136569,99508.6645241391,83641.1648170103,118386.375142445,0.364948146454493,0.429961452354566,0.309765326336135,0.336250117037243,0.2404987468627,0.470123618864872,1.00135670613651,98134
1984,2757954.94199708,1586848.29083171,4793347.60987101,916209.198295829,645390.47486985,1300668.86284798,344551.896137824,237525.722059295,499802.750215548,81226.7576843753,67340.3062148637,97976.7769820435,0.235746076555863,0.283507426610635,0.19603088806492,0.228778727045222,0.158008444686582,0.331246257453207,0.99893963856752,81509
1985,3481591.2395962,1990566.0430541,6089462.64402018,1004499.53467841,697381.021756031,1446869.47836407,422101.041840919,283849.089240671,627690.192699976,63513.0070920493,52330.792315362,77084.674078029,0.150468728565674,0.184361318387009,0.122806879850159,0.193844303775311,0.131354172116684,0.286063346908816,0.998374367836137,63077
1986,3220348.04439211,1803839.48793436,5749204.18162917,1103502.75359024,755023.988066543,1612820.71355052,480220.186702481,318382.127769583,724322.779460354,95798.2790681899,79940.125324809,114802.300285845,0.199488238355839,0.251082326400754,0.158496051127063,0.208941702778674,0.13951850976993,0.312909270834693,0.999955852066715,103425
1987,4168221.48333736,2234622.34813323,7774947.00555069,1178791.12385133,780258.69192962,1780881.81271556,488453.716590582,311905.020820751,764934.89147219,96857.8772436448,81704.3236091106,114821.933157756,0.198294892543177,0.26195257580052,0.150106805739728,0.219237425875349,0.140498396933417,0.342103895514393,0.999731076140518,94365
1988,2380925.89141165,1259487.68873131,4500884.09050238,1209841.60010565,777991.439588205,1881404.63103419,587716.518950696,366128.044660551,943415.047508216,65907.004191864,55920.3368123362,77677.1645014151,0.112140806097358,0.152734371561681,0.0823361517357382,0.143287812014747,0.088611644698644,0.231700891477615,0.999268370070933,65555
1989,2568929.92867524,1360912.51550852,4849247.03332414,1275692.84905004,802808.593294002,2027123.59921317,706444.555273813,428582.786903195,1164451.59471311,65316.5023980909,54786.1070604736,77870.9368930098,0.0924580731927004,0.127830861935312,0.0668734855502473,0.115382798016625,0.0701785338727982,0.189704591182767,0.998383526907304,63886
1990,2741456.75639642,1433138.28141233,5244145.13565651,1364092.59502888,841118.304258978,2212231.73766493,753888.682387527,445274.399855649,1276399.77868984,81633.9085016098,68599.0743374665,97145.5530794166,0.108283769751098,0.154060225244715,0.0761090331581941,0.126261515892046,0.07564048675948,0.210759754178332,0.999190422164487,88141
1991,2780107.07190813,1420784.29851332,5439949.8497844,1351870.84205871,810415.858129935,2255082.69029393,751630.405449479,434165.206157834,1301228.79121449,67037.0010222245,56928.2942920172,78940.7018415427,0.0891887828594907,0.13112127246632,0.0606662735827295,0.100761393268304,0.058501434715136,0.173548878293457,1.00003194027666,68315
1992,3756506.64603816,1932726.77392965,7301260.77419494,1225672.21696942,727996.558621951,2063570.72112322,665304.427100574,379777.942859066,1165496.80949713,57757.0096361985,49315.8337566141,67643.0247246612,0.0868129044141584,0.129854391714674,0.0580379321277138,0.0909996152951543,0.0524047732105163,0.158018620758086,0.998982850403761,61051
1993,3700579.54821045,1884424.07184111,7267095.12856835,1325102.00586803,774960.702036375,2265786.27966745,769118.244002761,434586.376892301,1361162.94645031,63322.7535937108,54251.4717463663,73910.8266304017,0.0823316233719239,0.124834727066953,0.0542997639064072,0.0931354866779506,0.0528686893020547,0.164071002955649,1.00050013227124,68042
1994,4333993.66769066,2236234.53905687,8399611.39295553,1156605.52311793,679861.241695624,1967660.83145216,606827.593973581,342958.799205906,1073714.1885859,54940.1670371233,46949.6730114593,64290.5852258073,0.0905366986978433,0.136895956949253,0.0598768144346485,0.0884338910404881,0.0500985707120433,0.156103317388273,0.99935838744496,58367
1995,3002632.61453741,1526258.08242014,5907128.50056635,1040279.51559302,611591.833337069,1769450.49226322,486990.551286141,274961.289146461,862520.676194725,55215.5557704159,47017.9122598876,64842.4707201832,0.113381164428328,0.170998297272468,0.0751778740032711,0.092328722456873,0.0523552845629055,0.16282201618589,0.998905937410689,55984
1996,3453849.62409655,1798347.59775864,6633354.55322409,889131.124282247,529920.14268682,1491836.39662972,501320.050770956,286377.80083113,877588.250819734,58688.5542746176,49726.6218708645,69265.642290952,0.117068037044126,0.173639932028765,0.0789272671167289,0.109437682644343,0.0622128567771103,0.192510149879027,0.999596418457438,60030
1997,4189114.78046919,2182810.00970154,8039491.55719003,907092.764452244,545339.81876126,1508815.70539016,412916.222385822,236878.066409638,719778.784476097,65841.1301301925,55995.1142289762,77418.4404570364,0.159453968046505,0.236387923448103,0.10755865847503,0.141352289159529,0.0805337602891465,0.248100542913949,0.999529532802705,62693
1998,3440061.81959291,1749394.6993822,6764639.97907394,1015610.02522734,604743.935311802,1705620.61579083,537132.45476809,308475.715117836,935280.347287579,69633.4267202924,58808.0647444725,82451.5164353555,0.129639209290299,0.19064082474696,0.0881570073341906,0.139959805663247,0.0801116814268175,0.244517988543134,0.999088624759585,72271
1999,2839106.64774602,1409120.6284123,5720253.03920055,984609.111229036,574229.487839746,1688271.19199734,556264.956393755,315487.39256795,980802.114446145,46397.4602163665,38921.2557234633,55309.7343473316,0.0834089217432634,0.123368656372157,0.0563923481940746,0.081089645639556,0.045934390228806,0.143150493501602,0.999856884479702,55843
2000,4497354.98131937,2322299.46154946,8709557.98891802,977740.914185199,580497.050997782,1646825.41216796,456799.571830626,259690.4438259,803517.625640993,55882.1339095773,47660.105297607,65522.5763935676,0.122334033032539,0.183526604196337,0.0815446659820287,0.107388733998781,0.0614333765194134,0.187721086537002,1.38931775483631,43008
2001,3968901.84083774,2047414.6318623,7693694.07498925,1085987.20756439,639653.81824524,1843760.14236709,609259.765449532,347295.33275968,1068823.64023152,55215.5557704159,46858.3865413622,65063.2218491935,0.0906272806799839,0.134923743918514,0.0608736740095867,0.0988353445342952,0.0560921390588442,0.174149631180318,1.45129449846277,40007
2002,3602000.70340569,1839806.20376971,7052052.02632262,1158921.04891813,682893.365693431,1966775.58327378,682146.688858062,389025.899470523,1196126.28812976,57814.7955339681,48911.7434997559,68338.4059423525,0.0847541980021221,0.125728758846972,0.0571331026000651,0.098214639138707,0.0554869844581548,0.173844649071189,1.14022299960583,50740
2003,3638201.41231221,1837291.06962694,7204361.75594006,1225672.21696942,712622.56686447,2108089.82665354,705738.463823106,397766.965910765,1252157.22270696,57182.3177881675,48585.1418551172,67300.7702103186,0.0810247998648126,0.122144738047495,0.0537478592862526,0.0844834180475082,0.0473149578433919,0.150849715403199,1.30729867886863,44583
2004,3580453.40572017,1792953.46761484,7150016.34012681,1150836.92900552,663028.728964036,1997538.838524,678744.46805374,380257.677278786,1211531.23379491,54995.1346834029,46883.6668977208,64509.9890638601,0.0810247998648125,0.123294465040736,0.0532466578362936,0.0752454381336068,0.0416216173020753,0.136032098868877,1.32878915542726,40186
2005,2882014.24996433,1441449.26577148,5762260.47924896,1083817.40367642,621693.69583392,1889451.62607164,633490.320990042,354459.722242016,1132173.73260272,47476.9685593811,40475.6565686825,55689.3385969806,0.0749450575427615,0.114189720379702,0.0491879797184114,0.0710906113084349,0.0393905082130318,0.128301848477674,1.73917457180501,30360
2006,2665760.65800856,1316385.12996202,5398328.89633995,1116824.55759609,636771.399717636,1958783.1567228,674684.19424765,375325.301656141,1212811.28652669,45161.4894797786,38765.5250113994,52612.7308073965,0.0669372276167501,0.103285136494515,0.0433808057295308,0.0637045047942156,0.0351295437592683,0.115522819165721,0.998952104686392,46539
2007,2045187.43803572,961832.886595473,4348771.72011099,1101297.95361796,617520.039753632,1964077.44617811,726504.531926603,400125.20915653,1319109.17590651,44090.51681049,37858.0243364112,51349.0523261781,0.0606885640390532,0.0946154440411701,0.0389270678000479,0.0629446191690417,0.0344030106340711,0.11516506867605,1.01827657012621,46509
2008,2299034.93645496,1072477.1240503,4928367.72040331,1054945.85362816,576433.003817673,1930685.34715486,694536.503062167,373663.448145223,1290950.33640633,30121.6662268413,25862.5992590741,35082.1186684432,0.0433694501211049,0.0692136182638413,0.0271754208346254,0.0437746673467314,0.0232409655723016,0.0824501673717347,0.620385976381274,47420
2009,2867640.14392564,1317533.51841995,6241480.67588877,1205011.89954595,639755.659239435,2269700.40370349,661986.20742721,347504.328491481,1261065.55485568,30638.1119032738,26238.1023115816,35775.9829522116,0.0462821000793172,0.0755043899035197,0.028369645665491,0.0457254611254708,0.0236636112749888,0.0883558207088544,1.01525886789889,29432
2010,3801856.27939648,1693194.60271534,8536591.80463172,883812.309936026,461483.324956354,1692637.9718451,438011.305206837,225074.784158428,852400.699644583,28767.4552177362,24612.0598598931,33624.4298289325,0.0656774263033044,0.109350587414399,0.0394467412367828,0.0534771938041299,0.0271380955058019,0.105379917192534,1.00325092806261,29901
2011,2623447.89227478,1166410.9172792,5900561.0643076,915293.447049469,467590.036214126,1791659.42241776,620946.37218711,313209.25735827,1231044.06422856,24416.1481058498,20778.2207958791,28691.0171079241,0.0393208644087101,0.066339740310139,0.0233062470642783,0.0456386652315427,0.0226733920136102,0.0918648503438094,0.821600726376116,30012
2012,1753281.96835213,758679.878536663,4051771.69912272,900765.287108958,450989.077595611,1799108.0998818,650827.559147476,321311.006286609,1318275.76229378,24100.79243359,20107.358468265,28887.3447421613,0.0370309955299984,0.0625791151714523,0.0219129756978144,0.0409624289283711,0.0199708973033001,0.0840182871219606,1.01757683741648,24695
2013,992517.575798713,389931.670925147,2526317.33127022,759943.980745168,374028.62092272,1544039.20332646,450899.610238071,216098.672610912,940822.33850139,26238.944043405,21893.927625901,31446.2620082132,0.0581924300833862,0.101314493797568,0.0334242297629785,0.0518603888929403,0.0248006553687771,0.108444712292279,1.06990963399578,25109
2014,860268.647273821,241192.82589365,3068342.28066405,612313.692732641,289805.706546029,1293722.13810543,384231.302311658,177405.189228554,832183.626184203,25311.1426827174,20979.3260923066,30537.3938650878,0.0658747544264029,0.118256552604437,0.0366954995318887,0.0531307193063988,0.0246787976183317,0.114384557046591,1.01440271307718,26833
